,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7
719,bé nhà hợp_tác dòng sữa đặc_biệt bán giá luôn tốt mua chục hộp ở,0,1,0,0,0,0,0
720,giaoo hànggg chậmmm xiúuuu được_cái tư_vấn nhiệt_tình 5 saoooo,1,0,0,0,1,0,0
721,chek mã_vạch hàng chuẩn úc,0,0,1,0,0,0,0
722,giao hàng nhanh hàng chất_lượng đóng_gói kỹ giá_cạnh_tranh đáng tiền bao_bì mẫu_mã đẹp ủng_hộ lâu_dài chúc mua may bán đắt,1,1,0,1,0,0,0
723,đóng_gói cẩn_thận hàng date xa,1,0,0,1,1,1,0
724,mua 3 ưng cm ơn,0,0,0,0,0,0,1
725,canh hộp giấy mua tính giá_thành rẻ đỡ mất_công đập móp hộp vứt đi,0,1,0,0,0,0,0
726,con uống sữa mua nhiêu đâyyyyyyyyyyyyyyyyyyy,0,0,0,0,0,0,0
727,giao hàng nhanh hàng tem nhãn đầy_đủ giá_cả hợp_lý đóng_gói cẩn_thận,1,0,1,0,0,1,0
728,ok hạn 2022 dài,0,0,0,1,0,1,0
729,đóng_gói siêu cẩn_thận ưng_ý vote 5 đủ 100 kí_tự nhỉ m bán quần chip dokma nha,1,0,0,0,0,0,0
730,gói cẩn_thận giao nhanh,1,0,0,0,1,0,0
731,đóng_gói sản_phẩm chắc_chắn giao hàng đúng hẹn ủng_hộ lâu dai,1,0,0,0,0,0,0
732,đặt chiều hôm_qua trưa nay nhận,1,0,0,0,0,0,0
733,date mới 5sao,0,0,0,0,0,1,0
734,chua mo xem the nao giao hang nhan check ma thi thuy dien hay thuy si gi dó hi vong hang tot se ung ho tiep,0,0,0,0,0,0,0
735,bỉm sài ok mua,0,0,0,1,0,0,1
736,gói hàng cẩn_thận tư_vấn nhiệt_tình trách_nhiệm 5 ủng_hộ,1,0,0,0,1,0,0
737,quà tặng m hài_lòng ️ ️ ️ ️ ️,0,0,0,0,1,0,0
738,mua xài cảm_thấy oke tin_tưởng tuyệt_đối he,0,0,0,1,1,0,1
739,sản_phẩm đóng_gói chắc_chắn sử_dụng biết chất_lượng,1,0,0,0,1,0,0
740,mua sale giá giảm giao hàng nhanh đóng_gói kĩ_càng chèn xốp dán niêm_phong hàng dễ vỡ hộp sữa nguyên_vẹn móp méo j ưng,1,1,0,0,1,0,0
741,sản_phẩm đóng_gói cẩn_thận giao hàng nhanh ủng_hộ cửa_hàng,1,0,0,0,0,0,0
742,hình anh liên_quan tới sân pham nhung minh luoi chụp hình sản_phẩm ok gọi hàng kỹ ủng_hộ,0,0,0,0,0,0,0
743,đóng_gói cẩn_thận giao hàng lâu xíu sữa date tháng 112021 nói_chung tạm ổn,1,0,0,0,0,1,0
744,hàng chuẩn uống ngon giao hành chậm tang uống tiếp,1,0,1,1,0,0,0
745,night bỉm cứng gold sản_phẩm tốt ảnh video liên_quan,0,0,0,1,0,0,1
746,hạn_dùng 2021 quan_tâm khuyến_mãi vui hài_lòng,0,0,0,0,1,0,0
747,hàng ngon chất_lượng mua thứ tiếp_tục ủng_hộ hẹn gặp em chúc vui_vẻ hạnh_phúc,0,0,0,1,0,0,0
748,nhận hàng gởi hàng nhanh kỹ_càng thứ tư mua phê_bình,1,0,0,0,0,0,1
749,neodndns dkebd aksbd mdkebd spneis skdbfjx xjsmdj dkwbdkx,0,0,0,0,0,0,0
750,sản_phẩm tốt đóng_gói cẩn_thận giao hàng nhanh,1,0,0,1,0,0,0
751,dùng biết thế_nào,0,0,0,0,0,0,1
752,giao hàng lâu dù_sao 5 saooooo nhesssssssss,1,0,0,0,0,0,0
753,psp ok giao hàng nhanh ung hộ date daig hạn jjksksbssvsv,1,0,0,1,0,1,0
754,sữa thơm béo bé thích giao hàng nhanh đúng hàng cám_ơn,1,0,1,1,0,0,0
755,hình video liên_quan giao hàng nhanh về háo_hức mở dc nhận mẫu mới giao mẫu cũ cảm_ơn,1,0,0,0,0,0,0
756,mua hàng đóng_gói cẩn_thận chắc_chắn móp méo luôn mn ủng_hộ tiêp tục ạ,1,0,0,0,1,0,0
757,giao hàng nhanh đóng_gói cẩn_thận sản_phẩm đúng mẫu tiếp_tục ủng_hộ,1,0,1,0,1,0,0
758,ngon bé thích uống,0,0,0,1,0,0,0
759,sữa tốt hàng chuẩn giá rẻ giao hàng nhanh đóng_gói cẩn_thận,1,1,1,1,0,0,0
760,con_con be there at seven and you can get the money to me and you will be able to get it to me haha,0,0,0,0,0,0,0
761,okokokokokok kokokookokokokokok okjokookookojggjlh falls đc uhhjk hđlđ doạ đoá issues,0,0,0,0,0,0,0
762,hàng nhận ok ạ hộp móp méo chắc vận_chuyển ksao ạ,1,0,0,0,0,0,0
763,sữa thơm chủ tư_vấn nhiệt_tình giao hàng nhanh ủng_hộ tiếp,1,0,0,1,1,0,0
764,con sang tháng thứ 6 đổi nan muốn thử aptamil nhỉ xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,0,0,0,0,0,0,1
765,hàng chất_lượng ok đặt đến nhận hàng dất nhanh đóng_gói cẩn_thận hộp méo chấp_nhận giao hàng nhanh nhiệu tình sử lý đơn hàng nhanh ok ủng_hộ tiếp,1,0,0,0,0,0,0
766,bỉm dùng tốt đống gói cẩn_thận giao hàng nhanh con hết bỉm ủng_hộ,1,0,0,1,0,0,0
767,mua bỉm dùng thích bé hăm,0,0,0,1,0,1,1
768,giao hàng dsungs đầy_đủ số_lượng đặt_hàng mới nhân_viên giao hàng nhiệt_tình vui_vẻ,1,0,0,0,1,1,0
769,mua lắm r đấy nnbdhsjd hs hsjsjdbeievdiehd dưbdjebdiebd,0,0,0,0,0,0,0
770,sp chất_lượng giao hàng nhanh,1,0,0,1,0,0,0
771,đóng_gói sản_phẩm chắc_chắn phục_vụ tốt chất_lượng sản_phẩm ok,1,0,0,1,1,0,0
772,hộp t5,0,0,0,0,0,0,1
773,sữa ngậy béo nhàn_nhạt con thích uống uống 3 mới hết hộp 200ml buồn ghê,0,0,0,1,0,0,0
774,giao hàng nhanh nắp xanh giống trong ảnh biết sữa chuẩn bé nhà uống sữa đi_ngoài buồn,1,0,0,0,0,1,1
775,hình_ảnh liên_quan hình_ảnh liên_quan hình_ảnh liên_quan,0,0,0,0,0,0,0
776,đóng_gói ổnq,1,0,0,0,0,0,0
777,giải_đáp thắc_mắc hỏi nt trl hộp mua bên đậm hàng nhờ mua sách tay,0,0,0,0,1,0,0
778,chat luong san pham tot mua cua sh 100h ung hộ tipd,0,0,0,1,0,0,0
779,mua 3 con uống tiêu_hoá tốt bón con dùng luôn sữa sp rẻ chất_lượng hàng check chính hãng ng yên_tâm mua con dùng,0,1,1,1,0,1,0
780,giao hàng nhanh đóng_gói chắc_chắn dùng đánh_giá đc chất_lượng chất_lượng ok ủng_hộ dài_dài,1,0,0,0,0,0,0
781,giao hàng nhanh,1,0,0,0,0,0,0
782,hàng đóng_gói cẩn thậnhàng đóng_gói cẩn thậnhàng đóng_gói cẩn_thận hạn sd 2021,1,0,0,0,0,1,0
783,mua hàng giao hàng nhanh nhiệt_tình,1,0,0,0,1,0,0
784,sản_phẩm tem chính hãng phục_vụ tốt đóng hàng nhanh gửi hàng nhanh,1,0,1,0,1,0,0
785,giao hàng chậm đừng chọn j t express,1,0,0,0,0,0,0
786,giao nhanh sản_phẩm tốt m hài_lòng gần nhà đặt ship now tiện,1,0,0,1,0,0,0
787,thời_gian giao hàng nhanh nhận hàng giống mô_tả thanks,1,0,0,0,0,0,0
788,hộp sữa bung bọc sp kĩ hơn_nữa tránh va_đập,1,0,0,0,0,0,0
789,đóng_gói cẩn thân date xa_giá phải_chăng c,1,1,0,0,0,1,0
790,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn thời_gian giao hàng nhanh,1,0,0,1,0,0,0
791,hàng giao nhanhm date xa đóng_gói cẩn_thận mua dc giá tốt thank hdirhbxksjshdbowhdhcnhcjsnbdgfchggvhjvgghhg,0,0,0,0,0,0,0
792,mới đặt nhận dc r ạ hộp mới date dài ủng_hộ shopp,1,0,0,0,0,1,0
793,giao đúng loại vị váng sữa đặt ghjhhhjjjknbvgbnnnhhbbbvvvbbbhj,1,0,0,0,0,0,0
794,bé đc 4 tháng mua hàng hàng đảm_bảo giá ổn_định ủng_hộ dài,0,1,0,1,0,0,0
795,giao hàng nhanh đóng_gói cận thận cảm_ơn hihiiiiiiiiiiiiiii,1,0,0,0,0,0,0
796,nhận hàng hài_lòng về sản_phẩm mua tiếp_theo,0,0,0,1,0,0,1
797,gsns đi dxjxksn dck đẹn c dksdndndjdindncjxifnrnricdijdnfdidknd,0,0,0,0,0,0,0
798,bé uống kb chất_lượng đóng_gói sp chắc_chắn hộp móp méo,1,0,0,0,0,0,0
799,hàng giao nhanh đóng_gói ổn cảm_ơn,1,0,0,0,0,0,0
800,giao hàng nhanh đóng_gói cẩn_thận chất_lượng biết ntn 5sao,1,0,0,0,0,0,0
801,giao hàng nhanh mua quen,1,0,0,0,0,0,0
802,mua t2 ưng ủng_hộ dài_dài tốt b hihihihi,0,0,0,0,0,0,1
803,bọc gói cẩn_thận hộp móp méo giao hàng nhanh,1,0,0,0,0,0,0
804,hàng chất_lượng chuẩn m bé em 10 tháng uống tiếp_thu tốt,0,0,1,1,0,0,0
805,sữa thơm dễ uống bé thích gói hàng cẩn_thận,1,0,0,1,0,0,0
806,nsndndbdbjduhgavacs s d dbdbndmdmkdjdhdhgdgdvdvdvdgdhjkambsvcf fdxx a a a s s svxbhdhfbfbfnnfjfidkdkfmfmokymgmgnnfjfkfididjndndbdbdhdhdhdjfknfnfnfbdbhdhshsgsggsgafafaccaca a s d d dvdbdhhdjfjjrjfnfnfbf nfndkajjsjsjajannsbsbsbsbshsgsggagagafafaccscsvvsbsbdjjdkdkdkkdkskdkskkajajajajahahabsbsbvsvsvsv,0,0,0,0,0,0,0
807,giao hàng nhanh bỉm mềm ơi_là mềm ủng_hộ shopp dài_dài,1,0,0,1,0,0,0
808,giao hàng nhanh đóng_gói cẩn_thận hsd 2022 thoải_mái lô hàng mới,1,0,0,0,0,1,0
809,gói hag cẩn_thận bé m mới 1t thử dug xme s hi vong la tốt bé m còi huhi,1,0,0,0,0,0,0
810,giao hàng siêu nhanh đóng_gói chắc_chắn sản_phẩm date mới,1,0,0,0,0,1,0
811,gdgdgdvvvvvvvv rnbrbdbrbrbr,0,0,0,0,0,0,0
812,sản_phẩm chất_lượng ok,0,0,0,1,0,0,0
813,chất_lượng tốt dùng đêm tràn,0,0,0,1,0,0,0
814,hàng giao nhanh trong vòng 1h date xa ủng_hộ tiếp,1,0,0,0,0,1,0
815,giao hàng chậm,1,0,0,0,0,0,0
816,giao hàng nhanh đóng_gói cẩn_thận sp chất_lượng thanks,1,0,0,1,0,0,0
817,nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng,0,0,0,0,0,0,0
818,sữa dán tem friso cảm_thấy an_tâm lắm,0,0,1,0,0,0,0
819,date mới đóng_gói hàng cẩn_thận,1,0,0,0,0,1,0
820,giá rẻ ít vị mua đầu biết chất lươngj sản_phẩm gói chắc_chắn date sản_phẩm 12 thời_gian mong vị mua,1,1,0,0,0,0,0
821,con ăn số giờ số con bố_mẹ hợp sữa yên_tâm mua,0,0,0,0,0,0,1
822,date đúng mô_tả mua giá sale thích dùng đánh_giá đc chất_lượng,0,1,0,0,0,1,0
823,lâu lắm mới khg móp phục_vụ tốt,1,0,0,0,0,0,0
824,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn giao nhanh hàng chính hãng,1,0,1,1,0,0,0
825,đóng_gói sản_phẩm chắc_chắn hàng chuẩn hy_vọng bé uống hiệu_quả tốt,1,0,0,1,0,0,0
826,mua ưng_ý sản_phẩm đến cách phục_vụ tiếp_tục ủng_hộ trong thời_gian tới ạ,0,0,0,1,1,0,0
827,giá rẻ ở đại_lí hi_vọng 0 sữa kém chất_lượng đóng_gói cẩn_thận chắc_chắn,1,1,0,0,0,0,0
828,chất lương san pham tuyệt voi dong gọi can than chắc chan,1,0,0,1,0,0,0
829,dùng biết chất_lượng chị lấy nick mua em bé ở nhà,0,0,0,0,0,0,1
830,sữa mới date dài thơm bé thích uống chuẩn_bị hàng lâu,1,0,0,0,0,1,0
831,giao hàng lâu chắc tuần,1,0,0,0,0,0,0
832,ok giao hàng chậm ạahahajajajjajajajajajajajaja,1,0,0,0,0,0,0
833,bọc cẩn_thận méo 5 lsau mua,1,0,0,0,0,0,0
834,hop sua móp,1,0,0,0,0,0,0
835,đóng hàng thận bé dùng tốt ủng_hộ tiếp,1,0,0,0,0,0,0
836,sữa uống có_vẻ giống sữa mẹ_con nhà hợp_tác đổi sữa có_vẻ bé ăn tốt ấy mua thứ,0,0,0,1,0,0,1
837,chất_lượng ok ở hà_nội giao bằng now ship nhanh mua hàng ủng_hộ,1,0,0,1,0,0,0
838,hàng mẫu mới lon móp ok nói_chung mua danh_giá lấy xu thôi,1,0,0,1,0,0,0
839,giao hàng nhanh hộp sữa móp nhìn mới uống oki mua tiếp mua hàng shopee chủ_yếu uy_tín đúng hàng ủng_hộ dài_dài,1,0,1,0,0,0,0
840,hàng chuẩn người mua giao hàng siêu nhanh luôn ưng cách phục_vụ,1,0,1,0,1,0,0
841,hôpjppppppp chất_lượng okkkkkkkkkkkkkkkkkkmmmmmmmmm,0,0,0,0,0,0,0
842,biết bỉm yubest toàn mua c chủ nhiệt_tình lắm nha,0,0,0,0,1,0,0
843,hbvxdhj bcdsfj hgdssdhjn hggcfdfhjk bhfdsdghjjjj hgffgjjkj,0,0,0,0,0,0,0
844,bạn nhidn đonng chữ toiisraats ưng_ý sản ohaarm bên bạn hi vingj mua hàng bạn chúc bạn một năm buôn_bán thuận_lợi mã đáo thành_công,0,0,0,0,0,0,0
845,shopee giao hàng chậm,1,0,0,0,0,0,0
846,chất_lượng tốt giá ok hjhjhhhkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,1,0,1,0,0,0
847,gói hàng cẩn nhận giao hàng nhanh mua thử xem con hợp_tác mua ạ,1,0,0,0,0,0,0
848,thật_tình lúc_nào làm minh hài_lòng nhanh_nhẹn đóng_gói kỹ_lưỡng toàn kiếm ưu_đãi thôi kaka,1,0,0,0,1,0,0
849,chu sh rat ze thuong sua date xa giao hang rat nhanh luon cuc thich sh luon chac chan se mua sua o day dai lau luon chuc sh mua may ban dat mn ai muon mua sua o sh thi yen tam mua nha,0,0,0,0,0,0,0
850,giao hàng nhanh đóng_gói cẩn_thận nhìu lớp quà tặng đẹp sịn sò chất_lượng sữa ok bé thích uống sữa,1,0,0,1,1,0,0
851,nhận hàng rùi cảm_ơn hàng giao nhanh đúng trong thông_tin về sản_phẩm đến tháng 72021 ủng_hộ nha,1,0,1,0,0,1,0
852,đóng_gói kỹ chắc_chắn date mới tới 2022,1,0,0,0,0,1,0
853,mua 4 mót hộp sữa buồn thiệt,1,0,0,0,0,0,1
854,đóng_gói hàng kỹ con thích uống mua thôi tăng cân r,1,0,0,0,0,0,0
855,giao hàng nhanh chất_lượng sản_phẩm tốt đóng_gói chắc_chắn ️,1,0,0,1,0,0,0
856,đóng_gói chắc_chắn giao hàng nhanh sản_phẩm chất_lượng nhiệt_tình,1,0,0,1,1,0,0
857,sp tốt bột ngon bê thích ăn bjjjjjkkknkfkdkdkdkdkdkdjdjdjjdkđjd,0,0,0,1,0,0,0
858,giao hàng nhanh đóng_gói cẩn_thận date xa đáng tiền,1,0,0,0,0,1,0
859,sản_phẩm tốt giao hàng nhanh a bbbb đóng_gói cẩn_thận lười chụp lấy tạm hình,1,0,0,1,0,0,0
860,giao hàng nhanh sản_phẩm đóng_góp cẩn_thận bóp_méo chờ xem em bé hợp sữa,1,0,0,0,0,0,0
861,đóng_gói cẩn thân date xa_giá phải_chăng c,1,1,0,0,0,1,0
862,okela sản_phẩm chất_lượng giao đủ số thích lắm á 5 kí_tự nè,0,0,0,1,0,0,0
863,đánh_giá lấy xu đánh_giá lấy xu đánh_giá lấy xu đánh_giá lấy xu đánh_giá lấy xu,0,0,0,0,0,0,0
864,nhận hàng đặt giao hàng nhanh_chóng cảm_ơn,1,0,0,0,0,0,0
865,giao hàng nhanh bóp_méo,1,0,0,0,0,0,0
866,đóng_gói sản_phẩm chắc_chắn giao hàng nhanh hạn sử_dụng lâu,1,0,0,0,0,1,0
867,giao hàng nhanh mới đặt hôm_qua hôm_nay hàng date xa yên_tâm,1,0,0,1,0,1,0
868,giao hàng nhanh đóng_gói cẩn_thận ủng_hộ,1,0,0,0,0,0,0
869,bỉm dùng ok video hình_ảnh liên_quan giao hàng nhanh,1,0,0,1,0,0,0
870,đóng_gói cẩn_thận giao hàng nhanh thắc_mắc chỗ lấy đc thùng sữa trc mở hình chụp kiểm_tra phần bịch bột trong vấn_đề,1,0,0,0,0,0,0
871,giao hàng nhanh đóng_gói cẩn_thận kỹ_lưỡng chu_đáo ủng_hộ sữa ok ah,1,0,0,1,1,0,0
872,chất_lượng sp ok giao hàng nhsnh đóng_gói ok giá_cả phải_chăng ok,1,1,0,1,0,0,0
873,chất_lượng sản_phẩm tốt khâu bọc đóng_gói siêu chắc_chắn thỉnh_thoảng hợp móp méo chút thành vấn_đề hikid dê mùo ngậy pha đặc thay_đổi con loại mua,0,0,0,1,0,0,0
874,giao hành nhanh mua hộp lớn tiết_kiệm đóng_gói sản_phẩm tốt,1,0,0,0,0,0,0
875,ủng_hộ daiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0,0,0,0,0,0,1
876,fjbdbb ty hộ others hjgjjhjhhjjhh gij jhuoihhjjjjhhjjjj,0,0,0,0,0,0,0
877,date 4 2022 giá khác cao rẻ áp mã hoàn xu đc đợt sale tới giảm_giá mua,0,1,0,0,0,1,0
878,gửi hàng sớm j t giao hàng nhanh hàng bọc chống sốc kĩ méo móp đâu mua sữa dùng ktra dc chất_lượng phản_hồi dùng ạ cảm_ơn,1,0,0,0,0,0,0
879,mùi sưa thơm tơi cac loại sua khac,0,0,0,1,0,0,0
880,hnag chuân gia tôt lsau minh aex ung hộ tiếp thak nhiêif,0,1,1,0,0,0,0
881,nhận mua dc 3 hộp trc sợ hàng ch dám mua mua liều dc hàng chuẩn biết mua sớm rê dc bao_nhiêu ️ ️ ️,0,0,1,0,0,0,0
882,bọc hàng cẩn_thận hình_ảnh mang tính_chất nhận xu bọc hàng cẩn_thận hình_ảnh mang tính_chất nhận xu bọc hàng cẩn_thận hình_ảnh mang tính_chất nhận xu,1,0,0,0,0,0,0
883,giao hàng nhanh đúng sp bé 6kg mặc size s nhưng_mà đặt mua m luôn size 6 11kg hy_vọng to,1,0,1,0,0,0,0
884,sản_phẩm chất_lượng tốt phục_vụ tốt đóng_gói cẩn_thận gửi hàng nhanh,1,0,0,1,1,0,0
885,sữa bé nhà thích uống uy_tín giao hàng chuẩn mỗi_tội bên vận_chuyển ăn_gian bắt tiền ship ngoài,1,0,1,0,1,0,0
886,hộp sữa giống hộp mua ở bibomart sử_dụng biết chất_lượng tốt,0,0,1,0,0,0,0
887,giao hàng nhanh bọc gói cẩn_thận hộp sữa vón cục mịn,1,0,0,1,0,0,0
888,tuy giao chậm chút_xíu hàng đóng_gói chắc_chắn sản_phẩm mong_đợi dùng biết chất_lượng giống hàng đóng lon hay 5 cách phục_vụ chu_đáo,1,0,0,0,1,0,0
889,bóc cẩn_thận sử_dụng biết chất_lượng,1,0,0,0,0,0,0
890,nhận đủ hàng bé thích váng sữa mua bé cảm_ơn ahop,0,0,0,1,0,0,0
891,hàng ok tem nhãn đầy_đủ,0,0,1,0,0,0,0
892,hàng chuẩn đóng hàng cẩn_thận gửi hàng nhanh,1,0,1,0,0,0,0
893,hộp méo móp hài_lòng lắm 4 nhắc nhẹ,1,0,0,0,0,0,0
894,m nhận dk hàng giao hàng nhanh đúng nhanh thật m uống đánh_giá dk clsp ngon m ủng_hộ tiếp,1,0,0,0,0,0,0
895,sản_phẩm tốt giao hàng nhanh,1,0,0,1,0,0,0
896,sản_phẩm chất_lượng date xa 022022 đóng_gói sản_phẩm chắc_chắn giao hàng nhanh_chóng,1,0,0,1,1,1,0
897,mua sữa ở yên_tâm date xa giá_thành ok,0,1,0,1,0,1,0
898,hàng chuẩn giá rẻ mua ở đại_lí đống gói cẩn_thận đầu mua thử hộp test yên_tâm tiếp_tục ủng_hộ,1,1,1,0,0,0,0
899,mua mấy r giao hàng nhanh giá rẻ mua ở mẹ bé,1,1,0,0,0,0,0
900,đóng_gói chắc_chắn hộp móp đẹp,1,0,0,0,0,0,0
901,hình_ảnh manh tchat nhận xu hàng chuẩn đóng_gói ổn ️ ‍ ủng_hộ,1,0,1,0,0,0,0
902,mk nhận đk sữa ọgsgsbsgdjsnjdgsvngdvjsusvsbjskvshsbg,0,0,0,0,0,0,0
903,giao hàng lâu ️ tội_nghiệp shipper mưa_gió tối muộn đi ship,1,0,0,0,1,0,0
904,đóng_gói cẩn_thận giá rẻ bên ngoài thử vị sữa vỏ hộp hàng chuẩn,1,1,1,0,0,0,0
905,giao hàng nhanh shiper dễ_thương đóng_gói cẩn_thận,1,0,0,0,1,0,0
906,chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh đóng_gói đẹp,1,0,0,1,0,0,0
907,mua hàng ok con mik thích chúc buôn may bán đắt ủng_hộ dài,0,0,0,1,0,0,0
908,hộp móp,1,0,0,0,0,0,0
909,giao hàng siêu nhanh hàng đúng loại bỉm giá rẻ thấm hút tốt dùng ok,1,1,1,1,0,0,0
910,sảm phẩm tốt vheck dc mã_vạch tư_vấn chi_tiết bé nhà m thích sảm phẩm tốt vheck dc mã_vạch tư_vấn chi_tiết bé nhà m thích,0,0,1,1,1,0,0
911,date xa đóng_gói cẩn_thận hài_lòng,1,0,0,1,0,1,0
912,mua hàng shopppp nhiùuuu ruìiii nè săn sale dc giá rẻ date xa nclll ưng nhaaaaa,0,1,0,1,0,0,0
913,mua hàng chuẩn tem mác đầy_đủ giao hàng siêu nhanh ủng_hộ tiếp,1,0,1,0,0,0,0
914,sản_phẩm tốt tư_vấn nhiệt_tình,0,0,0,1,1,0,0
915,ok vggcv hhhgg hhhg hhgf hhhg jjh gggg gdxfn kfsdv hhgfghjjh,0,0,0,1,0,0,0
916,giao siêu nhanhhh đêm đặt chiều hôm luôn ạ hí iiiiiiii,1,0,0,0,0,0,0
917,giao hàng nhanh đóng sản_phẩm chọn mô_tả lấy tạm ảnh chụp sp khác thôi hàng nguyên tem,1,0,1,0,0,0,0
918,mua bỉm chỗ hết đặt chỗ thôi bỉm giá bình_dân dùng ok,0,1,0,1,0,0,0
919,em nhận hàng con hợp_tác ăn ngon cám_ơn c ạ,0,0,0,0,0,0,1
920,giao hàng nhanh_chóng sữa ngọt bé uống đầu thích lắm bé uống vài quen ok trải_nghiệm tốt mua sữa shopee lừa quyết_định tin xem đầu đặt se ủng ho tiếp,1,0,0,1,0,0,0
921,cảm_ơn giao hàng nhanh vỏ hộp móp méo rách_nát mong giao hàng nguyên_vẹn giùm,1,0,0,0,0,0,0
922,chất_lượng sản_phẩm tuyệt_vời hàng giống y hình_ảnh thật,0,0,1,1,0,0,0
923,giao hàng nhanh ưng_ý chất_lượng biết ntn gbangdv,1,0,0,0,0,0,0
924,giao hàng đầy_đủ có_vẻ nhanh chấp tiếp_tục ủngnhận hộ,1,0,0,0,0,0,0
925,giao hàng nhanh giá rẻ khác tư_vấn nhanh,1,1,0,0,1,0,0
926,sản phâmt tốt sale giá rẻ mmmmmm,0,1,0,1,0,0,0
927,hộp bóp_méo,1,0,0,0,0,0,0
928,sản_phẩm tốt giao jafng đúng hẹn hài_lòng sản_phẩm tiếp_tục ủng_hộ,1,0,0,0,0,0,0
929,sữa date xa_giá tốt,0,1,0,0,0,1,0
930,mua bỉm thấm hút tốt mềm phù_hợp giá tiền giao hàng nhanh ủng_hộ tiếp,1,1,0,1,0,0,0
931,sh giao hàng nhanh kg biết bé hợp_tác kg mong bé thích uống,1,0,0,0,0,0,0
932,bỉm giao nhanh bỉm chuẩn hết loại core lấy tạm angel tất tặng xinh,1,0,1,0,1,0,0
933,giá tốt hàng chuẩn giao hàng siêu nhanh đóng_gói cẩn_thận sữa date xa mua,1,1,1,0,0,1,0
934,sản_phẩm tốtttttttttttttttttttttt,0,0,0,1,0,0,0
935,đóng hàng chắc_chắn móp méo ủng_hộ daìiiiiiiiiiiiii,1,0,0,0,0,0,0
936,hàng ok mua nay vỡ nắp ơi biết khâu,1,0,0,0,1,0,0
937,đầu mua sữa hài_lòng về sữa quay mua tiếp,0,0,0,1,0,0,0
938,mua sữa 3 vị ngon ngậy uống sữa ct con uống ít chuyển sang sữa uống hàng chất_lượng,0,0,0,1,0,0,0
939,sử_dụng biết đóng_gói cẩn_thận,1,0,0,0,0,0,0
940,chất_lượng sản_phẩm tuyệt_vời tư_vấn nhiệt_tình giao hàng nhanh,1,0,0,1,1,0,0
941,giao hàng nhanh sữa vị ổn bất dung_nạp lactose phần_lớn mua làm kefir piima,1,0,0,1,0,0,0
942,yubest mềm hút tương_đối gold night phần đùi có_vẻ rộng loại khác bé đùi to ok đùi nhỏ nằm nghiêng hay chảy ngoài,0,0,0,1,0,0,0
943,giao hành nhanh đóng_gói cẩn_thận date xa chất_lượng sản_phẩm okie,1,0,0,1,0,1,0
944,rơ lưỡi trúng loại giả vải dỏm ôm ngón tsy ngắn may ẩu khác hẳn mấy hộp sài mua ở nhà_thuốc lớn làm mất niềm tin mấy sp mua chung đơn sữa a2 giả ng,0,0,0,0,0,0,0
945,đóng_gói kỹ hàng về nguyên_vẹn,1,0,0,0,0,0,0
946,sp su dung rat tot,0,0,0,1,0,0,0
947,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk cảm_ơn sh chúc sh bán đắt hàng,0,0,0,1,0,0,0
948,giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhan giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhang giao hàng nhanh,1,0,0,0,0,0,0
949,nhận hành hàng đóng_gói cẩn_thận giao hàng nhanh dùng sữa yên_tâm,1,0,0,0,0,0,0
950,giao hàng lâu xíu sp ok,1,0,0,1,0,0,0
951,mua thứ n mong hàng chất_lượng tiếp_tục ủng_hộ,0,0,0,0,0,0,1
952,giao hàng nhanh sản_phẩm date xa đóng_gói sản_phẩm cẩn_thận,1,0,0,1,1,1,0
953,nhận hàng mong bé hợp sez ăn ngon ngủ ngon nếu_như ủng_hộ tiếp,0,0,0,0,0,0,1
954,sữa thơm bé nhà thích,0,0,0,1,0,0,0
955,đóng_gói cẩn_thận giao hàng nhanh date tốt,1,0,0,0,0,1,0
956,bé nhà thích ăn date xa giao hàng nhanh giá rẻ thị_trường ủng_hộ,1,1,0,0,0,1,0
957,okeeeeeeeeeeeeerrreeerrrrrrreeeeeeeeeerrrrrrrrr drrrrrrrrrrrrrrrrhfifysufkfjfkgjckgkgogkckvkvkvkvk hdufigogogogifudufjc,0,0,0,0,0,0,0
958,mua bé uống ok ngayg sản_xuất năm thích lắm,0,0,0,0,0,1,0
959,mua sữa tốt giao hàng nhanh_chóng hạn sử_dụng xa,1,0,0,1,0,1,0
960,giao hàng nhanh đóng_gói cẩn_thận sp date xa quay ủng_hộ thử bé vị dâu,1,0,0,0,0,1,0
961,ship nhanh chất_liệu mềm_mại mỏng biết bé tiểu tràn ân_cần chu_đáo,1,0,0,1,1,0,0
962,sp phản_hồi dùng giao hàng nhanh ủng_hộ tiếp,1,0,0,0,1,0,0
