,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7
823,sữa mới date dài thơm bé thích uống chuẩn_bị hàng lâu,1,0,0,0,0,1,0
824,giao hàng lâu chắc tuần,1,0,0,0,0,0,0
825,ok giao hàng chậm ạahahajajajjajajajajajajajaja,1,0,0,0,0,0,0
826,bọc cẩn_thận méo 5 lsau mua,1,0,0,0,0,0,0
827,hop sua móp,1,0,0,0,0,0,0
828,đóng hàng thận bé dùng tốt ủng_hộ tiếp,1,0,0,0,0,0,0
829,sữa uống có_vẻ giống sữa mẹ_con nhà hợp_tác đổi sữa có_vẻ bé ăn tốt ấy mua thứ,0,0,0,1,0,0,1
830,chất_lượng ok ở hà_nội giao bằng now ship nhanh mua hàng ủng_hộ,1,0,0,1,0,0,0
831,hàng mẫu mới lon móp ok nói_chung mua danh_giá lấy xu thôi,1,0,0,1,0,0,0
832,giao hàng nhanh hộp sữa móp nhìn mới uống oki mua tiếp mua hàng shopee chủ_yếu uy_tín đúng hàng ủng_hộ dài_dài,1,0,1,0,0,0,0
833,hàng chuẩn mọi người mua giao hàng siêu nhanh luôn ưng cách phục_vụ,1,0,1,0,1,0,0
834,hôpjppppppp chất_lượng okkkkkkkkkkkkkkkkkkmmmmmmmmm,0,0,0,0,0,0,0
835,biết bỉm yubest toàn mua c chủ nhiệt_tình lắm nha,0,0,0,0,1,0,0
836,hbvxdhj bcdsfj hgdssdhjn hggcfdfhjk bhfdsdghjjjj hgffgjjkj,0,0,0,0,0,0,0
837,bạn nhidn đonng chữ toiisraats ưng_ý sản ohaarm bên bạn hi vingj mua hàng bạn chúc bạn một năm buôn_bán thuận_lợi mã đáo thành_công,0,0,0,0,0,0,0
838,shopee giao hàng chậm,1,0,0,0,0,0,0
839,chất_lượng tốt giá ok hjhjhhhkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,1,0,1,0,0,0
840,gói hàng cẩn nhận giao hàng nhanh mua thử xem con hợp_tác mua ạ,1,0,0,0,0,0,0
841,thật_tình lúc_nào làm minh hài_lòng nhanh_nhẹn đóng_gói kỹ_lưỡng toàn kiếm ưu_đãi thôi kaka,1,0,0,0,1,0,0
842,chu sh rat ze thuong sua date xa giao hang rat nhanh luon cuc thich sh luon chac chan se mua sua o day dai lau luon chuc sh mua may ban dat mn ai muon mua sua o sh thi yen tam mua nha,0,0,0,0,0,0,0
843,nhận hàng rùi cảm_ơn hàng giao nhanh đúng trong thông_tin về sản_phẩm đến tháng 72021 ủng_hộ nha,1,0,1,0,0,1,0
844,đóng_gói kỹ chắc_chắn date mới tới 2022,1,0,0,0,0,1,0
845,mua 4 mót hộp sữa buồn thiệt,1,0,0,0,0,0,1
846,đóng_gói hàng kỹ con thích uống mua thôi tăng cân r,1,0,0,0,0,0,0
847,giao hàng nhanh chất_lượng sản_phẩm tốt đóng_gói chắc_chắn ️,1,0,0,1,0,0,0
848,đóng_gói chắc_chắn giao hàng nhanh sản_phẩm chất_lượng nhiệt_tình,1,0,0,1,1,0,0
849,sp tốt bột ngon bê thích ăn bjjjjjkkknkfkdkdkdkdkdkdjdjdjjdkđjd,0,0,0,1,0,0,0
850,giao hàng nhanh đóng_gói cẩn_thận date xa đáng tiền,1,0,0,0,0,1,0
851,sản_phẩm tốt giao hàng nhanh a bbbb đóng_gói cẩn_thận lười chụp lấy tạm hình,1,0,0,1,0,0,0
852,giao hàng nhanh sản_phẩm đóng_góp cẩn_thận bóp_méo chờ xem em bé hợp sữa,1,0,0,0,0,0,0
853,okela sản_phẩm chất_lượng giao đủ số thích lắm á 5 kí_tự nè,0,0,0,1,0,0,0
854,đánh_giá lấy xu đánh_giá lấy xu đánh_giá lấy xu đánh_giá lấy xu đánh_giá lấy xu,0,0,0,0,0,0,0
855,nhận hàng đặt giao hàng nhanh_chóng cảm_ơn,1,0,0,0,0,0,0
856,giao hàng nhanh bóp_méo,1,0,0,0,0,0,0
857,đóng_gói sản_phẩm chắc_chắn giao hàng nhanh hạn sử_dụng lâu,1,0,0,0,0,1,0
858,giao hàng nhanh mới đặt hôm_qua hôm_nay hàng date xa yên_tâm,1,0,0,1,0,1,0
859,giao hàng nhanh đóng_gói cẩn_thận ủng_hộ,1,0,0,0,0,0,0
860,bỉm dùng ok video hình_ảnh liên_quan giao hàng nhanh,1,0,0,1,0,0,0
861,đóng_gói cẩn_thận giao hàng nhanh thắc_mắc chỗ lấy đc thùng sữa trc mở hình chụp kiểm_tra phần bịch bột trong vấn_đề,1,0,0,0,0,0,0
862,giao hàng nhanh đóng_gói cẩn_thận kỹ_lưỡng chu_đáo ủng_hộ sữa ok ah,1,0,0,1,1,0,0
863,chất_lượng sp ok giao hàng nhsnh đóng_gói ok giá_cả phải_chăng ok,1,1,0,1,0,0,0
864,chất_lượng sản_phẩm tốt khâu bọc đóng_gói siêu chắc_chắn thỉnh_thoảng hợp móp méo chút thành vấn_đề hikid dê mùo ngậy pha đặc thay_đổi con loại mua,0,0,0,1,0,0,0
865,giao hành nhanh mua hộp lớn tiết_kiệm đóng_gói sản_phẩm tốt,1,0,0,0,0,0,0
866,ủng_hộ daiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0,0,0,0,0,0,1
867,fjbdbb ty hộ others hjgjjhjhhjjhh gij jhuoihhjjjjhhjjjj,0,0,0,0,0,0,0
868,date 4 2022 giá khác cao rẻ áp mã hoàn xu đc đợt sale tới giảm_giá mua,0,1,0,0,0,1,0
869,gửi hàng sớm j t giao hàng nhanh hàng bọc chống sốc kĩ méo móp đâu mua sữa dùng ktra dc chất_lượng phản_hồi dùng ạ cảm_ơn,1,0,0,0,0,0,0
870,mùi sưa thơm tơi cac loại sua khac,0,0,0,1,0,0,0
871,hnag chuân gia tôt lsau minh aex ung hộ tiếp thak nhiêif,0,1,1,0,0,0,0
872,nhận mua dc 3 hộp trc sợ hàng ch dám mua mua liều dc hàng chuẩn biết mua sớm rê dc bao_nhiêu ️ ️ ️,0,0,1,0,0,0,0
873,bọc hàng cẩn_thận hình_ảnh mang tính_chất nhận xu bọc hàng cẩn_thận hình_ảnh mang tính_chất nhận xu bọc hàng cẩn_thận hình_ảnh mang tính_chất nhận xu,1,0,0,0,0,0,0
874,giao hàng nhanh đúng sp bé 6kg mặc size s nhưng_mà đặt mua m luôn size 6 11kg hy_vọng to,1,0,1,0,0,0,0
875,sản_phẩm chất_lượng tốt phục_vụ tốt đóng_gói cẩn_thận gửi hàng nhanh,1,0,0,1,1,0,0
876,sữa bé nhà thích uống uy_tín giao hàng chuẩn mỗi_tội bên vận_chuyển ăn_gian bắt tiền ship ngoài,1,0,1,0,1,0,0
877,hộp sữa giống hộp mua ở bibomart sử_dụng biết chất_lượng tốt,0,0,1,0,0,0,0
878,giao hàng nhanh bọc gói cẩn_thận hộp sữa vón cục mịn,1,0,0,1,0,0,0
879,tuy giao chậm chút_xíu hàng đóng_gói chắc_chắn sản_phẩm mong_đợi dùng biết chất_lượng giống hàng đóng lon hay 5 cách phục_vụ chu_đáo,1,0,0,0,1,0,0
880,bóc cẩn_thận sử_dụng biết chất_lượng,1,0,0,0,0,0,0
881,nhận đủ hàng bé thích váng sữa mua bé cảm_ơn ahop,0,0,0,1,0,0,0
882,hàng ok tem nhãn đầy_đủ,0,0,1,0,0,0,0
883,hàng chuẩn đóng hàng cẩn_thận gửi hàng nhanh,1,0,1,0,0,0,0
884,hộp méo móp hài_lòng lắm 4 nhắc nhẹ,1,0,0,0,0,0,0
885,m nhận dk hàng giao hàng nhanh đúng nhanh thật m uống đánh_giá dk clsp ngon m ủng_hộ tiếp,1,0,0,0,0,0,0
886,sản_phẩm tốt giao hàng nhanh,1,0,0,1,0,0,0
887,sản_phẩm chất_lượng date xa 022022 đóng_gói sản_phẩm chắc_chắn giao hàng nhanh_chóng,1,0,0,1,1,1,0
888,mua sữa ở yên_tâm date xa giá_thành ok,0,1,0,1,0,1,0
889,hàng chuẩn giá rẻ mua ở đại_lí đống gói cẩn_thận đầu mua thử hộp test yên_tâm tiếp_tục ủng_hộ,1,1,1,0,0,0,0
890,mua mấy r giao hàng nhanh giá rẻ mua ở mẹ bé,1,1,0,0,0,0,0
891,đóng_gói chắc_chắn hộp móp đẹp,1,0,0,0,0,0,0
892,hình_ảnh manh tchat nhận xu hàng chuẩn đóng_gói ổn ️ ‍ ủng_hộ,1,0,1,0,0,0,0
893,mk nhận đk sữa ọgsgsbsgdjsnjdgsvngdvjsusvsbjskvshsbg,0,0,0,0,0,0,0
894,giao hàng lâu ️ tội_nghiệp shipper mưa_gió tối muộn đi ship,1,0,0,0,1,0,0
895,đóng_gói cẩn_thận giá rẻ bên ngoài thử vị sữa vỏ hộp hàng chuẩn,1,1,1,0,0,0,0
896,giao hàng nhanh shiper dễ_thương đóng_gói cẩn_thận,1,0,0,0,1,0,0
897,chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh đóng_gói đẹp,1,0,0,1,0,0,0
898,mua hàng ok con mik thích chúc buôn may bán đắt ủng_hộ dài,0,0,0,1,0,0,0
899,giao hàng siêu nhanh hàng đúng loại bỉm giá rẻ thấm hút tốt dùng ok,1,1,1,1,0,0,0
900,sảm phẩm tốt vheck dc mã_vạch tư_vấn chi_tiết bé nhà m thích sảm phẩm tốt vheck dc mã_vạch tư_vấn chi_tiết bé nhà m thích,0,0,1,1,1,0,0
901,date xa đóng_gói cẩn_thận hài_lòng,1,0,0,1,0,1,0
902,mua hàng shopppp nhiùuuu ruìiii nè săn sale dc giá rẻ date xa nclll ưng nhaaaaa,0,1,0,1,0,0,0
903,mua hàng chuẩn tem mác đầy_đủ giao hàng siêu nhanh ủng_hộ tiếp,1,0,1,0,0,0,0
904,sản_phẩm tốt tư_vấn nhiệt_tình,0,0,0,1,1,0,0
905,ok vggcv hhhgg hhhg hhgf hhhg jjh gggg gdxfn kfsdv hhgfghjjh,0,0,0,1,0,0,0
906,giao siêu nhanhhh đêm đặt chiều hôm luôn ạ hí iiiiiiii,1,0,0,0,0,0,0
907,giao hàng nhanh đóng sản_phẩm chọn mô_tả lấy tạm ảnh chụp sp khác thôi hàng nguyên tem,1,0,1,0,0,0,0
908,mua bỉm chỗ hết đặt chỗ thôi bỉm giá bình_dân dùng ok,0,1,0,1,0,0,0
909,em nhận hàng con hợp_tác ăn ngon cám_ơn c ạ,0,0,0,0,0,0,1
910,giao hàng nhanh_chóng sữa ngọt bé uống đầu thích lắm bé uống vài quen ok trải_nghiệm tốt mua sữa shopee lừa quyết_định tin xem đầu đặt se ủng ho tiếp,1,0,0,1,0,0,0
911,cảm_ơn giao hàng nhanh vỏ hộp móp méo rách_nát mong giao hàng nguyên_vẹn giùm,1,0,0,0,0,0,0
912,chất_lượng sản_phẩm tuyệt_vời hàng giống y hình_ảnh thật,0,0,1,1,0,0,0
913,giao hàng nhanh ưng_ý chất_lượng biết ntn gbangdv,1,0,0,0,0,0,0
914,giao hàng đầy_đủ có_vẻ nhanh chấp tiếp_tục ủngnhận hộ,1,0,0,0,0,0,0
915,giao hàng nhanh giá rẻ khác tư_vấn nhanh,1,1,0,0,1,0,0
916,sản phâmt tốt sale giá rẻ mmmmmm,0,1,0,1,0,0,0
917,hộp bóp_méo,1,0,0,0,0,0,0
918,sản_phẩm tốt giao jafng đúng hẹn hài_lòng sản_phẩm tiếp_tục ủng_hộ,1,0,0,0,0,0,0
919,sữa date xa_giá tốt,0,1,0,0,0,1,0
920,mua bỉm thấm hút tốt mềm phù_hợp giá tiền giao hàng nhanh ủng_hộ tiếp,1,1,0,1,0,0,0
921,sh giao hàng nhanh kg biết bé hợp_tác kg mong bé thích uống,1,0,0,0,0,0,0
922,bỉm giao nhanh bỉm chuẩn hết loại core lấy tạm angel tất tặng xinh,1,0,1,0,1,0,0
923,giá tốt hàng chuẩn giao hàng siêu nhanh đóng_gói cẩn_thận sữa date xa mua,1,1,1,0,0,1,0
924,sản_phẩm tốtttttttttttttttttttttt,0,0,0,1,0,0,0
925,đóng hàng chắc_chắn móp méo ủng_hộ daìiiiiiiiiiiiii,1,0,0,0,0,0,0
926,hàng ok mua nay vỡ nắp ơi biết khâu,1,0,0,0,1,0,0
927,đầu mua sữa hài_lòng về sữa quay mua tiếp,0,0,0,1,0,0,0
928,mua sữa 3 vị ngon ngậy uống sữa ct con uống ít chuyển sang sữa uống hàng chất_lượng,0,0,0,1,0,0,0
929,sử_dụng biết đóng_gói cẩn_thận,1,0,0,0,0,0,0
930,chất_lượng sản_phẩm tuyệt_vời tư_vấn nhiệt_tình giao hàng nhanh,1,0,0,1,1,0,0
931,giao hàng nhanh sữa vị ổn bất dung_nạp lactose phần_lớn mua làm kefir piima,1,0,0,1,0,0,0
932,yubest mềm hút tương_đối gold night phần đùi có_vẻ rộng loại khác bé đùi to ok đùi nhỏ nằm nghiêng hay chảy ngoài,0,0,0,1,0,0,0
933,giao hành nhanh đóng_gói cẩn_thận date xa chất_lượng sản_phẩm okie,1,0,0,1,0,1,0
934,rơ lưỡi trúng loại giả vải dỏm ôm ngón tsy ngắn may ẩu khác hẳn mấy hộp sài mua ở nhà_thuốc lớn làm mất niềm tin mấy sp mua chung đơn sữa a2 giả mọi ng,0,0,0,0,0,0,0
935,đóng_gói kỹ hàng về nguyên_vẹn,1,0,0,0,0,0,0
936,sp su dung rat tot,0,0,0,1,0,0,0
937,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk cảm_ơn sh chúc sh bán đắt hàng,0,0,0,1,0,0,0
938,giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhan giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhang giao hàng nhanh,1,0,0,0,0,0,0
939,nhận hành hàng đóng_gói cẩn_thận giao hàng nhanh dùng sữa yên_tâm,1,0,0,0,0,0,0
940,giao hàng lâu xíu sp ok,1,0,0,1,0,0,0
941,mua thứ n mong hàng chất_lượng tiếp_tục ủng_hộ,0,0,0,0,0,0,1
942,giao hàng nhanh sản_phẩm date xa đóng_gói sản_phẩm cẩn_thận,1,0,0,1,1,1,0
943,nhận hàng mong bé hợp sez ăn ngon ngủ ngon nếu_như ủng_hộ tiếp,0,0,0,0,0,0,1
944,sữa thơm bé nhà thích,0,0,0,1,0,0,0
945,đóng_gói cẩn_thận giao hàng nhanh date tốt,1,0,0,0,0,1,0
946,bé nhà thích ăn date xa giao hàng nhanh giá rẻ thị_trường ủng_hộ,1,1,0,0,0,1,0
947,okeeeeeeeeeeeeerrreeerrrrrrreeeeeeeeeerrrrrrrrr drrrrrrrrrrrrrrrrhfifysufkfjfkgjckgkgogkckvkvkvkvk hdufigogogogifudufjc,0,0,0,0,0,0,0
948,mua bé uống ok ngayg sản_xuất năm thích lắm,0,0,0,0,0,1,0
949,mua sữa tốt giao hàng nhanh_chóng hạn sử_dụng xa,1,0,0,1,0,1,0
950,giao hàng nhanh đóng_gói cẩn_thận sp date xa quay ủng_hộ thử bé vị dâu,1,0,0,0,0,1,0
951,ship nhanh chất_liệu mềm_mại mỏng biết bé tiểu tràn ân_cần chu_đáo,1,0,0,1,1,0,0
952,sp phản_hồi dùng giao hàng nhanh ủng_hộ tiếp,1,0,0,0,1,0,0
953,sản_phẩm đúng miêu_tả đẹp giá phải_chăng đóng_gói cẩn_thận date xa 2022,1,1,1,0,0,1,0
954,sữa thơm dễ uống,0,0,0,1,0,0,0
955,chất_lượng sản_phẩm tốt đóng_gói chắc_chắn phục_vụ tốt giao hàng lâu,1,0,0,1,1,0,0
956,hạn sử_dụng xa 2022 săn sale giá rẻ chất_lượng sử_dụng biết đóng_gói cẩn_thận,1,1,0,0,1,1,0
957,mua ưng giao hàng nhanh gói hàng cẩn_thận,1,0,0,0,0,0,0
958,giao hàng đúng hẹn hàng chuẩn date dài thanks,1,0,1,0,0,1,0
959,date ngắn khoảng 6 tháng,0,0,0,0,0,1,0
960,giao hàng nhanh,1,0,0,0,0,0,0
961,giao hàng nhanh đóng_gói sp cẩn_thận hàng đẩy đủ đúng loại schua date 0321,1,0,1,0,0,1,0
962,sữa ngon mix vị giao hàng nhanh tư_vấn nhiệt_tình gói hàng kĩ_lưỡng,1,0,0,1,1,0,0
963,giao hàng nhanh sử_dụng biết chất lượngfjjvbjkk,1,0,0,0,0,0,0
964,sữa ok giao j t chậm tks hết ủng_hộ tiếp,1,0,0,1,0,0,0
965,sp ok đội_ngũ giao hàng dễ_thương chuyên_nghiệp tận_tình hình_như jt express,1,0,0,1,1,0,0
966,chua dung biết giao hàng nhanh bao h khui hộp sữa đúng mẫu mik dùng mik đặt tiếp,1,0,0,0,0,0,0
967,hàng chuẩn chính hãng có_điều hiểu vỏ hộp móp,1,0,1,0,0,0,0
968,hình_ảnh mang tính_chất minh_hoạ nhận 100 xu mua hàng thứ n,0,0,0,0,0,0,1
969,sản_phẩm tốt giao hàng nhanh uy_tín ủng_hộ tiếp,1,0,0,1,0,0,0
970,giao hàng nhanh bọc gói hàng cẩn_thận giá_thành phù_hợp giá tiền,1,1,0,0,0,0,0
971,đóng_gói sữa cẩn_thận tuy_nhiên hộp móp vỏ date sữa xa,1,0,0,0,0,1,0
972,sản_phẩm tốt giao hàng nhanh đóng_gói cẩn_thận vấn_đề sữa date xa_giá rẻ sgop khác,1,1,0,1,0,1,0
973,nhận đc sữa chuẩn_bị hàng cẩn_thận siêu nhanh bé uống xem chất_lượng ạ,1,0,0,0,0,0,0
974,shippp lâuuu hết sữa phai đi mua sữa kháccccccccccccccc,1,0,0,0,0,0,0
975,đổi sữa con biết chất_lượng saoooooooooooooooooo,0,0,0,1,0,0,0
976,đóng_gói siêu chắc_chắn mua đi mua,1,0,0,0,0,0,0
977,gói hàng cẩn_thận ngồi gỡ thôi đứt thùng dc 4 gói mua gọn mua lon mua lon nhà chất đầy lon chật nhà,1,0,0,0,0,0,0
978,sữa thơm ngọt nhận đc hàng nhanh toá ạ,1,0,0,1,0,0,0
979,ổn date xa rẻ,0,1,0,1,0,1,0
980,giao hàng nhanh sữa date dài ok mua dc sale giá rẻ thích,1,1,0,1,0,1,0
981,giao hàng nhanh giá rẻ bé ăn hi_vọng bé hợp_tác,1,1,0,0,0,0,0
982,đóng_gói kỹ hàng chất_lượng mua đúng dịp giảm_giá tiết_kiệm,1,1,0,1,0,0,0
983,giao hàng nhanh mua ở hàng chuẩn chính hãng,1,0,1,0,0,0,0
984,xịn date xa con uống ngon hợp_tác sữa nhạt nhất trong dòng sữa pediasure nói_chung thích nhất ship nớ nhanh gọn lẹ,1,0,0,1,0,1,0
985,bé thích dù mới uống đầu mong mập tăng chiều cao tiếp_tục uh,0,0,0,1,0,0,0
986,đóng_gói cẩn_thận tiếp_tục ủng_hộ,1,0,0,0,0,0,0
987,bé njaf mik thích uống sữa bán giá phải_chăng mua ở ngoài hết mik ủng_hộ tiếp,0,1,0,1,0,0,0
988,mới nhận hàng hàng chất_lượng tuyệt_vời giao hàng nhanh ủng_hộ tiếp_theo,1,0,0,1,0,0,0
989,giao hàng nhanh sữa date xa,1,0,0,0,0,1,0
990,mua bên ok ve sản_phẩm đóng_gói cẩn_thận check mã_vạch ok bé nha thich,1,0,1,1,0,0,0
991,sữa giao quấn hàng chắc_chắn uống biết chất_lượng như_thế_nào,1,0,0,0,0,0,0
992,đống gói cẩn_thận giao hàng nhanh chất_lượng san phâm tốt tuy_nhiên giao sữa hộp méo hộp vỡ nắp,1,0,0,1,0,0,0
993,chất_lượng sản ohaamr tốt mua r hài_lòng,0,0,0,1,0,0,0
994,giao hàng nhanh đóng_gói hàng cẩn_thận,1,0,0,0,0,0,0
995,mua thử đổi sữa bé tv bé đi_ngoài tao mong hợp thank c,0,0,0,0,0,1,0
996,cảm_ơn giao hang nhanh trả_lời nhanh,1,0,0,0,1,0,0
997,nhận hàng giao hàng nhanh date xa ủng_hộ ưng,1,0,0,1,0,1,0
998,hàng đặt chuẩn_bị hàng tốt gói cẩn_thận giao hàng nhanh đúng yêu_cầu khách_hàng nói_chung hài_lòng cách làm_việc hàng,1,0,0,0,1,0,0
999,giao hàng nhanh ở vp hôm đặt hôm có_mặt nhanh ở hà_nội ý đóng_gói cẩn_thận đẹp,1,0,0,0,0,0,0
1000,mua hàng hàng chuẩnnnnnnnnnnnnnnnnn,0,0,1,0,0,0,0
1001,đóng_gói cẩn_thận hạn sử_dụng xa mua ở giao hàng nhanh,1,0,0,0,0,1,0
1002,bốn gói tách rời tiện_dụng giá_cả hợp_lý dùng an_tâm 5 mall,0,1,0,0,0,1,0
1003,chất_lượng sản_phẩm tốt đóng_gói hàng chắc_chắn giao hàng nhiệt_tình,1,0,0,1,1,0,0
1004,giao hàng nhanh đóng_gói cẩn_thận chất_lượng ok good good,1,0,0,1,0,0,0
1005,giao sản_phẩm nhanh đóng_gói cân thận xa mop méo sữa ngửi thơm,1,0,0,1,0,0,0
1006,date xa lắm tha_hồ con uống luôn thanh tiện hộp,0,0,0,0,0,1,0
1007,mua suy_nghĩ về nguồn hàng giá cao khác lượt mua tạm tin_tưởng ạ,0,1,1,0,0,0,0
1008,giao hàng nhanh giá_cả hợp_lý chất_lượng phù_hợp tư_vấn nhiệt_tình,1,1,0,1,1,0,0
1009,khách_hàng thân_thiết luôn tháng bao_tải to chất_lượng tốt nhiệt_tình a_giao hàng quen nhà luôn,0,0,0,1,1,0,0
1010,cảm_ơn hàng het han tháng 102021,0,0,0,0,0,1,0
1011,mua 4 hộp rùi ok,0,0,0,1,0,0,0
1012,giao nhanh check mã_vạch ok,1,0,1,0,0,0,0
1013,giao hàng nhanh đóng_gói cẩn_thận cảm_ơn ủng_hộ,1,0,0,0,0,0,0
1014,ok dhdndkdb shsnndbdkdnbdndnbfjdjndndndnebejhdbfhvjdbdb,0,0,0,1,0,0,0
1015,giao hàng nhanh nhcxgjvbhjnvfyjbv chjjffrrffggggggggggg,1,0,0,0,0,0,0
1016,mua nhìu rùi sữa dsamr bảo chất sữa mịn tơi ưng lắm ủng_hộ dài_dài,0,0,0,1,0,0,0
1017,đóng_gói cẩn_thận ưng lắm,1,0,0,0,0,0,0
1018,mua thứ n r đóng_gói cẩn_thận giao hàng lâu sữa ok,1,0,0,1,0,0,0
1019,giao hàng nhanh đặt hum hum nhận dk hàng luôn đóng_gói cẩn_thận chắc_chắn giá_cả hợp_lý chất_lượng sp ok,1,1,0,1,0,0,0
1020,giao nội_thành siêu nhanh sp mới date xa thanks ok ủng_hộ,1,0,0,0,0,1,0
1021,mua enfa ngày sale thương_hiệu giá tiết_kiệm mà_còn miễn_phí vận_chuyển thích,1,1,0,0,0,0,0
1022,sản_phẩm đúng hàng air bill đầy_đủ rõ_ràng chị chủ tư_vấn nhiệt_tình giải_đáp mọi thắc_mắc biết mua hàng hay mọi người ủng_hộ làm_ăn chân_chính như_vậy ️,0,0,1,0,1,0,0
1023,hàng đóng_gói cẩn_thận ủng_hộ,1,0,0,0,0,0,0
1024,3 hộp hộp móp có_lẽ cố_tình gửi hàng móp khách mở thùng sữa chèn sốp kỹ chắc vận_chuyển,1,0,0,0,1,0,0
1025,thương_hiệu lớn mẫu hộp giấy giúp tiết_kiệm bé đi phân tốt vị ngọt béo,0,1,0,1,0,0,0
1026,chuẩn_bị hàng nhanh cảm_ơn về món quà ạ mua hàng yên_tâm ạ,1,0,0,0,1,0,0
1027,đóng_gói cẩn_thận giao hàng nhanh ủng_hộ tiếp,1,0,0,0,1,0,0
1028,bỉm mềm_mỏng giá_cả oke mom muốn thay liên_tục tầm 2h30 3h thay r,0,1,0,1,0,0,0
1029,da tin dụng số năm mong phần quà bé nha cảm_ơn tv nhiệt_tình ủng ho,0,0,0,0,1,0,0
1030,giao hàng nhanh cskh tốt,1,0,0,0,1,0,0
1031,con uống loại sữa 5 chất_lượng ship hàng siêu nhanh,1,0,0,1,0,0,0
1032,giao hàng nhanh bé mới dùng đi_ngoài tiếp_tục theo_dõi,1,0,0,0,0,1,0
1033,tốt giao nhanh vận_chuyển móp hộp sữa xíu ủng họp tiếp,1,0,0,1,0,0,0
1034,dùng biết chất lg phục_vụ tốt giao hàng nhanh,1,0,0,0,1,0,0
1035,thời_gian giao hàng nhanh thứ 3 mua bỉm ủng_hộ dài_dài,1,0,0,0,0,0,0
1036,shipper nhiệt_tình,0,0,0,0,1,0,0
1037,mua sản_phẩm chất_lượng đóng_gói cẩn_thận chương_trình khuyến_mãi hoặc hoàn xu vs đơn hàng giá_trị cao ủng_hộ giao hàng nhanh,1,1,0,1,1,0,0
1038,chất_lượng ok hàng đúng hình dùng rõ chất_lượng,1,0,1,0,0,0,0
1039,date nhận tháng 8 tháng 11 ghi đúng sự_thật,0,0,0,0,1,0,0
1040,bỉm mềm_mỏng thấm hút tốt bề ngang mông to thích_hợp bé hay vận_động leo_trèo,0,0,0,1,0,0,0
1041,bncnajama snncjxnnxnxnxn ncn ncm nn ncn ncncncnxnxnxnxncnxnx,0,0,0,0,0,0,0
1042,ưng tốtggggggggggggggggggggggggggggggggggggggg,0,0,0,1,0,0,0
1043,đóng_gói sản_phẩm đep,1,0,0,0,0,0,0
1044,giao hàng nhanh đóng_gói cẩn_thận mk mua hàng chuẩn,1,0,1,0,0,0,0
1045,sản_phẩm giống mô_tả giao hàng nhanh đóng_gói cẩn_thận,1,0,1,0,0,0,0
1046,đóng_gói sản_phẩm chắc_chắn chất_lượng sản_phẩm tuyệt vờiii,1,0,0,1,0,0,0
1047,chat luong tot lam minh mua may lan cua roi toan canh flash sale de mua,0,0,0,1,0,0,0
1048,giao hàng nhanh chất luong tốt đóng_gói sản_phẩm cẩn_thận tks,1,0,0,1,0,0,0
1049,nho chọn now grab ship ap ma de dc giao nhanh trong noi thanh ma van freeship nhe ae,0,0,0,0,0,0,0
1050,giao hàng nhanh_chóng đóng_gói hàng cẩn_thận hy_vọng bé ghích vị n,1,0,0,0,0,0,0
1051,giao hàng nhãng chất_lượng sản_phẩm tuyệt_vời,1,0,0,1,0,0,0
1052,date 9721 jo mua mall an_tâm về chất_lượng đóng_gói kỹ roi 5,0,0,0,1,1,0,0
1053,giao hàng nhanh đóng_gói cẩn_thận chất_lượng sản_phẩm chờ sử_dụng,1,0,0,0,0,0,0
1054,hộp sữa móp nắp hộp lỏng_lẻo hi_vọng chất_lượng ok,1,0,0,0,0,0,0
1055,sản_phẩm nhận móp méo nhìn thiện_cảm chút,1,0,0,0,0,0,0
1056,hàng chuẩn check mã_vạch đóng_gói chắc_chắn giao hàng nhanh,1,0,1,0,0,0,0
1057,giao hàng nhanh hộp móp méo,1,0,0,0,0,0,0
1058,giao hàng nhanh mua thứ tín_nhiệm,1,0,0,0,0,0,0
1059,bọc quạt vừa_vặn dc chồm phía 1chút hay sữa mua nói đóng_gói đẹp chắc_chắn,1,0,0,0,1,0,0
1060,sử_dụng đóng_gói sản_phẩm chắc_chắn hi_vọng e bé hợp_tác ủng_hộ,1,0,0,0,0,0,0
1061,đóng_gói cẩn_thận gọn_gàng giao hàng nhanh ok,1,0,0,1,0,0,0
1062,đóng_gói sản_phẩm cẩn_thận sản_phẩm đúng mô_tả chất_lượng sản_phẩm tốt,1,0,1,1,0,0,0
1063,hàng đẹp nhiệt_tình shipper siêu dễ_thương dễ_tính,1,0,0,0,1,0,0
1064,mua bé sử_dụng uống ok,0,0,0,1,0,0,0
1065,giao hàng nhanh gói hàng cẩn_thận sữa vị thơm ngon giá_cả phải_chăng,1,1,0,1,0,0,0
1066,bỉm đóng bao nhìn chán quà kèm lm ăn chánnnnn,1,0,0,0,1,0,0
1067,đóng_gói sản_phẩm đẹp chắc_chắn giao hàng nhanh chất_lượng sản_phẩm tuyệt_vời ủng_hộ,1,0,0,1,0,0,0
