,Unnamed: 0,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
908,908,máy nhận thị_trường mỹ lla nhận máy nguyên seal máy đẹp số seri trùng khớp giữa máy hộp cảm_thấy hài_lòng giao hàng nhanh cảm_ơn,0,1,0,1,0,1,0,0,0
909,909,nhận hàng hàng ọp_ẹp mút bốn chân_đế miếng miếng mất tạm,0,0,0,0,0,0,0,0,1
910,910,dùng nửa tháng lỗi_lầm người hay nói pin lâu tầm 10 tiếng sử_dụng hệ_điều_hành vos 3 0 mượt_mà gần thuần android gốc loa ngoài to rõ camera cài gcam google chụp đẹp camera gốc máy đáng mua,1,0,1,0,0,0,0,1,0
911,911,giao hàng nhanh đóng_gói cẩn_thận nguyên seal mới cài_đặt số app nhanh mới sử_dụng đánh_giá hết hiệu_năng camera thò thụt lạ bắt_nét tốt,1,0,0,1,0,1,0,0,0
912,912,thỉnh_thoảng cảm_ứng đơ loạn cảm_ứng pin sụt nhanh thông_số 5000mah đầu định từ_chối nhận hàng nghĩ_ngợi nghĩ lỗi xác xuất thôi ngờ lỗi thật bồn giá_mà mua ở thế_giới di_động đổi loại máy khác,1,0,1,0,0,0,0,0,0
913,913,lao ngoài cực_kì cực_kì bé xem youtube nghe tiếng mặc_dù bật max volume nhận hàng ngày 18 4 kích_hoạt bảo_hành ngày 30 3 ơi,0,0,0,0,0,0,0,0,0
914,914,giá_trị đơn hàng lớn sử_dụng now charged phí giao hàng nhanh đơn hàng xong ngồi đợi ngày ai báo giao hàng chat trực_tuyến báo chắc_chắn giao trong ngày đến cuối ngày nhận thông_báo giao hàng thành_công 7 48 trong nhận hàng giao nhầm đơn hàng người khác pending giải_quyết xong giận hết_sức shipping shipper gọi điện giao hàng thành_công biết giao đi đâu chán thật_sự,0,0,0,1,0,0,0,0,0
915,915,chúc_mừng bạn bạn làm tốt công_việc giao hàng nhanh bán sản_phẩm tốt chính hãng giá_thành chất_lượng quả tuyệt_vời,0,0,0,1,1,1,0,0,0
916,916,giá cấu_hình máy hợp_lý trong phân khúc hợp túi_tiền đa_phần công_nhân thu_nhập thấp chất lương biết hàng việt_nam ủng_hộ thôi mới nhận máy đánh_giá sơ_sơ thế thôi,1,0,0,0,1,0,0,0,1
917,917,sản_phẩm đến tay người dùng nhanh cảm_ơn,0,0,0,1,0,0,0,0,0
918,918,máy ok phụ_huynh dùng ổn máy_ảnh kém chụp xấu ok sợ vs giá,1,0,0,0,0,0,0,0,0
919,919,giao hàng chậm thông_cảm ở thành_phố bảo_hành samsung oki mua dịp giảm_giá,0,0,0,1,1,0,0,0,0
920,920,hàng ok trong tầm giá hộp đựng bẹp tặng kẹp đt qc 98k đòi_hỏi chất_lượng,0,0,0,0,0,0,0,1,0
921,921,tôi muốn đổi điện_thoại khác điện_thoại sài đk mấy hôm nó bắt_đầu giật lác vô ứng_dụng đơn_giản chập lâu có_khi đơ màn_hình vô số ứng_dụng khác chậm hiện_tượng đơ máy xảy thường_xuyên,0,0,1,0,0,0,0,0,0
922,922,mấy chạy tốt tầm giá 4 triệu giao hàng nhanh nhanh dự kiếng,0,0,0,1,1,0,0,0,0
923,923,yếu,0,0,0,0,0,0,0,0,0
924,924,full box mỗi_tội 2020 cóc tai nghe,0,0,0,0,0,0,0,1,0
925,925,sản_phẩm hoàn_thiện tốt khớp nối chắc_chắn tuy_nhiên lớp sơn mạ nuột lắm nói_chung hài_lòng,0,0,0,0,0,0,0,0,1
926,926,hàng tốt giá rẻ xài ngon trong tầm giá,0,0,0,0,1,0,0,0,0
927,927,lột máy cảm_giác hàng kích_hoạt os sẵn ipad os 13 ios 12 đăng_nhập kiểu xong ngày bảo_hành 29 11 2020 trong kích_hoạt ngày 27 tháng 12 tức_là mất gần tháng hàng trôi bảo_hành hàng trôi bảo_hành hàng sản_xuất ở đợt đầu os 13 hiểu luôn mua giá rẻ cộng giảm_giá kiểu 10tr5 thôi nghĩ tiền_nào_của_nấy cho_rồi,0,1,0,0,1,1,0,0,0
928,928,sản_phẩm nhận giống mô_tả bề_ngoài cứng_cáp hiện_đại trong tầm giá cộng giảm_giá hời một em smart phone trong phân khúc về sử_dụng lâu_dài đợi thời_gian kiểm_chứng trước_mắt thứ ok,0,1,0,0,0,0,0,0,0
929,929,tốt nhất trong tầm giá tuy_nhiên thiếu ốp lưng thị_trường,0,0,0,0,1,0,0,1,0
930,930,xài ok dc lâu biết đc,0,0,0,0,0,0,0,0,0
931,931,máy chuẩn tưởng hộp mới hộp cũ earpods củ sạc v đóng_gói chắc_chắn ship nhanh anh giao hàng thân_thiện mỗi_tội pin tụt nhanh đêm tụt 12 mong đc hỗ_trợ ạ,1,0,0,1,0,0,0,1,0
932,932,giao hàng nhanh_chóng chất_lượng tôi muốn đổi khác hỗ_trợ tiếng việt đc,0,0,0,1,0,0,0,0,0
933,933,hôm_nay 12 10 2019 mới nhận hàng đặc ngày 10 mua xu 6 379 971 đóng_gói cẩn_thận có_điều buồn về kiểm_tra cục sạc dự_phòng củ bì trầy sướt được_cái hồ trợ đổi mới giống a_giao hàng khen buồn bạn ảnh đăng nó 13 màu tím xanh kiểu xanh nước_biển cạnh xung_quanh nó màu xanh luôn gọi báo màu tím ít màu xanh tui đổi tôi bỏ sim hay mở máy hết máy hoàn_toàn nguyên sử_dụng mặt dù diễn ngày họ đổi trả bạn hãy hết_sức cẩn_thận nhất bạn nữ thích màu tím bạn chọn máy đột_phá luôn tưởng_tượng bạn a muốn tặng bạn gái tốt nhất tham_khảo thật kỹ tránh đáng tiếc tui,0,1,0,1,0,0,0,0,0
934,934,máy mượt pin trâu cam cải_thiện chế_độ sạc nhanh tiện lơi,1,0,1,0,0,0,0,0,0
935,935,ngon bổ rẻ,0,0,0,0,1,0,0,0,0
936,936,good giao nhanh chính hãng dgw,0,0,0,1,0,1,0,0,0
937,937,cực_kỳ hài_lòng sản_phẩm đầu mua sp giá 10tr tối giao hàng nhanh,0,0,0,1,0,0,0,0,0
938,938,mua tặng vợ sài vợ bớt giận chăm nhà đương_nhiên chăm sống ảo,0,0,0,0,0,0,0,0,1
939,939,đầu_tiên mua hàng điên tử giá_trị lớn giao hàng nhanh đóng_gói ổn máy đẹp xài bữa giờ lỗi nha,0,1,0,1,0,0,0,0,0
940,940,nhận hàng nguyên seal sử_dụng tốt có_điều mua ở tự mày_mò pin tuột nhanh sử_dụng oasis so_sánh pin giữa oasis,0,1,1,0,0,1,0,0,0
941,941,giao hàng siêu nhanh điện_thoại nguyên seal mới 100 điện_thoại dùng ổn,0,1,0,1,0,1,0,0,0
942,942,ghi họp kim nhôm nhung sắt lừa khách_hàng xứng_đáng giá tiền,1,0,0,0,0,0,0,0,0
943,943,giao hàng sớm ngày hàng tốt ship rẻ hài_lòng,0,0,0,1,0,0,0,0,0
944,944,hàng mới 100 chất_lượng hợp_lí giá tiền tầm 5tr,0,0,0,0,0,0,0,0,1
945,945,sản_phẩm tiện_lợi vad dễ sử_dụng,0,0,0,0,0,0,0,0,1
946,946,bạn chọn mua trading lo_lắng về chất_lượng hàng xịn sò nguyên seal xịn mua bằng thẻ citibank giảm 2tr rẻ nhất thị_trường,0,1,0,0,1,1,0,0,0
947,947,giao nhanh tưởng hàng nguyên seal dây sạc củ mua bên ngoài hàng auth iphone mua hết 990k dùng máy mượt dùng nóng đầu dùng,0,1,1,1,0,0,0,1,0
948,948,giao hàng đúng hạn sản_phẩm đúng cam_kết,0,0,0,1,0,0,0,0,0
949,949,giao hàng nhanh máy ngon mua về tay mới kích_hoạt,0,0,0,1,0,0,0,0,0
950,950,dùng thời_gian ngắn kẹt phím nguồn,0,0,0,0,0,0,0,0,1
951,951,tạm 4 cảm_biến vân tay đc nhạy lắm đôi_lúc phản_hồi khởi_động máy xài đc chút chập_chờn biết os hay phần_cứng đợi gửi sms kích_hoạt bảo_hành ssung check về máy sử_dụng trong tầm giá chất_lượng hoàn_thiện tốt loa bé chút,1,1,1,0,1,0,0,0,0
952,952,sản_phẩm đúng đặt_hàng đúng thời_gian giao hàng,0,0,0,1,0,0,0,0,0
953,953,nhìn đẹp hiểu mở box máy khả bẩn headphone,0,0,0,0,0,0,0,0,1
954,954,khe hở màn hoàn_thiện tốt lắm vài góc hở đủ một tờ tiền biết ảnh_hưởng tới chống nước,0,1,1,0,0,0,0,0,0
955,955,giao hàng nhanh gọn tốt máy dùng tạm trong tầm giá tuy_nhiên đáp_ứng đc nhu_cầu muốn đổi trả hàng,0,0,0,1,0,0,0,0,1
956,956,ok biết độ bền thế_nào,0,0,0,0,0,0,0,0,1
957,957,hiện_tại fb pin dk tuần,0,0,0,0,0,0,0,0,0
958,958,hàng chuẩn samsung việt_nam nguyên seal nhận giao hàng tikinow siêu nhanh ạ,0,0,0,1,0,1,0,0,0
959,959,dùng trưa đến giờ máy chạy ổn 3tr thôi đòi_hỏi ở cấu_hình camera màn_hình to vừa_phải xấp_xỉ quyển vở thông_thường mẫu_mã hợp_ý tuy_nhiên vấn_đề thứ nhất zac cắm tai nghe vấn_đề dùng nhấn_mạnh luôn dùng lâu_lâu gặp trục_trặc không_thể cắm hết nghe tai nghe lẫn loa máy phát tiếng thứ hai nhập gmail xác_nhận tài_khoản máy vị_trí ở bình_thuận trong ở đồng_nai nghĩ máy active gửi mã imei 10 tin trả_lời vụ active chấp_nhận vụ tai nghe mong xem_xét giúp cảm_ơn,1,1,0,0,1,0,1,1,0
960,960,đt đẹp tuy_nhiên bắt sóng wf cực kém gọi zalo tiếng ồ_ồ nghe rõ hình_ảnh video sáng trắng rõ nét tương_đối ổn,0,0,0,0,0,0,0,0,0
961,961,hàng tốt chất_lượng hài lomgf,0,0,0,0,0,0,0,0,1
962,962,giá rẻ sản_phẩm chắc_chắn cầm thích liền,0,1,0,0,1,0,0,0,0
963,963,sử_dụng tốt,0,0,0,0,0,0,0,0,1
964,964,hàng chính hãng nguyên siêu giao hàng nhanh tặng cục sạc anker nhỏ xinh sạc nhanh chọn màu hợp_ý bữa giờ sử_dụng pin trâu điện_thoại android lắm đặc_biệt giá rẻ chỗ khác áp_dụng thẻ_tín_dụng phù_hợp,1,1,1,1,1,1,0,1,0
965,965,sp nói_chung chất_lượng mô_tả,0,0,0,0,0,0,0,0,1
966,966,hàng đúng chính hãng dùng mượt ủng_hộ sản_phẩm việt,0,0,1,0,0,1,0,0,0
967,967,đong goi cẩn_thận ủng_hộ tiep,0,0,0,0,0,0,1,0,0
968,968,cân_nhắc kỹ,0,0,0,0,0,0,0,0,0
969,969,hàng ngon giá tốt đáng mua máy nhỏ_nhẹ cam đẹp phù_hợp bố_mẹ,1,1,0,0,1,0,0,0,0
970,970,hàng chính hãng fullbox nguyên seal lỗi_lầm giao hàng nhanh luôn,0,1,0,1,0,1,0,0,0
971,971,giao hàng nhanh máy mới chuẩn tiếp_tục ủng_hộ,0,1,0,1,0,1,0,0,0
972,972,mới nhận con màu đen hàng chuẩn bảo_hành mới kích_hoạt hàng cực đẹp ưng_ý mới đặt một con màu trắng đôi chồng hihi cám_ơn giá rẻ 2tr ít,0,1,0,0,1,1,0,0,0
973,973,ok thích kiểu_dáng điện_thoại lắm,0,1,0,0,0,0,0,0,1
974,974,sản_phẩm chính hãng gia hàng nhanh,0,0,0,1,0,1,0,0,0
975,975,máy màu xanh đẹp mã lla lo chụp hình tiếng nhân_viên giao hàng kiểm_tra hàng nguyên seal,0,1,0,0,0,1,0,0,0
976,976,máy ngon trong giá tiền đáng tiếc sóng kém,1,0,0,0,1,0,0,0,0
977,977,đóng_gói cẩn_thận giao hàng đc kiểm_tra chất_lượng sử_dụng mới biết đc,0,0,0,1,0,0,0,0,0
978,978,nhận hàng ưng,0,0,0,0,0,0,0,0,1
979,979,nhận hàng điện_thoại bọc bằng giấy lớp xốp chống xóc bọc hàng kì về điện_thoại ok mới dùng vân tay nhận_diện khuôn_mặt ổn,1,1,0,1,0,0,1,0,1
980,980,sản_phẩm chính hãng bàn_cãi sang xịn mịn giao hàng nhanh_chóng 1h tới,0,0,0,1,0,1,0,0,0
981,981,mua sp bố cảm_nhận mặc_dù camera chấm nhưng_mà nét lắm sp bắt sóng yếu ở nđ ở trong nhà đc hẳn vạch sóng bắt wifi kém loa ngoài bé he,1,0,0,0,0,0,0,0,0
982,982,hàng vna chất_lượng chinh hãng,0,0,0,0,0,1,0,0,0
983,983,sản_phẩm dùng tốt pin trâu cảm_biến vân tay cảm_ơn,1,0,0,0,0,0,0,0,0
984,984,đt nghe nhạc rung mạnh đề_nghị đổi khác,0,0,0,0,0,0,0,0,1
985,985,sp nhìn đẹp màu tím nhìn ưng seal màn_hình tư_vấn tuỳ sp seal màn_hình hoặc seal niêm_phong hộp nguyên_vẹn chụp hình rõ nét lắm hướng_dẫn cách chỉnh hình rõ nét giúp,1,1,0,0,0,1,0,0,0
986,986,san pham rat ok nhe moi nguoi,0,0,0,0,0,0,0,0,0
987,987,gói hàng cẩn_thận giao hàng nhanh chất_lượng tuyệt_vời,0,1,0,1,0,0,0,0,0
988,988,hàng giao nhanh dự_kiến đóng_gói cẩn_thận bận thời_gian mở hộp xài thử nói_chung bán đồ điện_tử ok,0,0,0,1,0,0,0,0,0
989,989,thanh_toán trả_góp chọn máy màu gold chọn giao nhanh mua 148 đến thứ 198 mới nhận hàng phản_hồi liên_tục bù voucher giảm 5 max 50k về máy lla nguyên seal đóng_gói cẩn_thận chấm xước nhỏ cạnh màn_hình ổn dùng thời_gian xem thế_nào,0,1,0,1,0,0,0,0,0
990,990,bữa tui bỏ trang luôn mua điện_thoại mấy toàn đồ dổm haizz,0,0,0,0,0,0,0,0,1
991,991,tam dươc phân giai man hinh nhơt nhat,0,0,0,0,0,0,0,0,0
992,992,giao hàng sớm dự_kiến máy tốt_đẹp,0,1,0,1,0,0,0,0,0
993,993,giao nhanh hàng chính hãng,0,0,0,1,0,1,0,0,0
994,994,mua macbook pro nay mua ipad giao hàng nhanh nguyên seal đúng ngày bảo_hành biết bạn mua hàng thế_nào mua sản_phẩm trộm_vía sản_phẩm ổn trục_trặc cảm_ơn,0,1,0,1,0,1,0,0,0
995,995,hàng mới 100 tốt loa ngoài đôi nghe to đẹp pin trâu 5000 nói_chung giá tiền con dùng ok,1,1,1,0,1,0,0,1,0
996,996,mua active 3 hôm 1102 trong quá_trình sử_dụng gặp số vấn_đề bật điểm phát_sóng bật đi bật lapstop mới nhìn tên điểm phát_sóng test vs điện_thoại ss a10 thay sim 4g xảy trường_hợp tương_tự gặp lỗi liên_tục trong quá_trình sử_dụng 4g trong khoảng thời_gian nhất_định active 3 dù bật chế_độ 4g không_thể bắt 4g 3g tệ nhất_là 2g bắt dù tắt đi bật trong video liên_lạc tổng_đài vinaphone vnp trong vòng 20 ngày 30 4 2020 nghi_ngờ chất_lượng đường truyền vnp làm hướng_dẫn tổng_đài xoá tất_cả bộ_nhớ đệm trong máy soạn tin data off gửi 888 data on gửi 888 khởi_động máy gặp sự_cố sử_dụng 4g tốc_độ cao test thử live joy 3 active 3 vị_trí live joy3 chạy speed test 4 g active 3 không_thể kết_nối đến server test tốc_độ chuyển sim 4g sang ss a10 dùng thử xảy vấn_đề tương_tự chuyển sim active 3 liền xảy lỗi lỗi liên_tục xảy lặp_đi_lặp_lại khiến cảm_thấy hài_lòng sử_dụng sản_phẩm,0,0,1,0,0,0,0,0,0
997,997,mấy hôm đầu dùng bình_thường đầu micro lung_lay tẹo hôm nọ cắm chả sáng chuột,0,0,0,0,0,0,0,0,1
998,998,_ đầu_tiên đánh_giá 5 về dịch_vụ giao hàng siêu nhanh đặt giao tiêu_chuẩn 3 tiếng người giao _ về phần điện_thoại đánh_giá mua bản 6gb ram về mở cài_đặt cập_nhật xong lướt fb nhẹ mag lag lag khó_chịu phía bên trái chỗ vân tay cấn lỗ nhỏ bằng sợi nhô lấy tay chà chà dấu cấn lỗ 4tr6 trải_nghiệm cảm_giác lag chơi game độ hoàn_thiện cao tiếc pin 57 xuống 39 mở máy cài_đặt thứ hết 35 phút trâu mấy reviewer đánh_giá tóm_lại 5 máy trung_bình 3,1,1,1,1,0,0,0,0,0
999,999,tạm phù_hợp mức giá,0,0,0,0,1,0,0,0,0
1000,1000,sản_phẩm đúng hãng oppo a9 2020 8ram 128gb,0,0,0,0,0,1,0,0,0
1001,1001,sử_dụng ok cảm_giác màn_hình bằng a7 2016 màu nhạt,1,0,0,0,0,0,0,0,0
1002,1002,giao hàng đúng hẹn mua hàng giao trong 2h khuyến_mãi đt đóng_gói cẩn_thận mới xài máy chạy ổn chụp hình đẹp tiếc pin tuột nhanh,1,1,1,1,0,1,0,0,0
1003,1003,chắc_chắn tiện_dụng,0,0,0,0,0,0,0,0,0
1004,1004,mới mua hai ngày sử_dụng ổn_định camera chụp nét lắm sịn sò ổn trong tầm gí chơi pubg ok bắt sóng wifi,1,0,0,0,0,0,0,0,0
1005,1005,hàng giao nhanh đúng chính hãng apple nguyên seal,0,0,0,1,1,1,0,0,0
1006,1006,giao hàng nhanh chuyên_nghiệp mẫu_mã đẹp hình luôn hộp quà ưng_ý con gái 6t,0,0,0,1,0,0,0,0,0
1007,1007,trading hết hàng đặt bên xt mobile bản ram 6gb thanh_toán online mấy ngày nhận hàng bản ram 4gb sơ_ý vội bóc seal đành chấp_nhận trả hàng hoàn tiền bực đúng phiên_bản 6gb đặt liên_hệ phản_ánh yêu_cầu bù chênh giá giữa phiên_bản giá web mấy trăm_ngàn trả_lời xt mobile bảo họ bán phiên_bản ram 4gb 6gb giá bằng nhau bù tiền chênh_lệch lý_lẽ quả ngang cua tất_cả bao_bì giấy_tờ biên_lai đi kèm hộp đồ xt mobile ghi active 3 phiên_bản ram 6gb song lõi điện_thoại ram 4gb hiển_nhiên chả nhầm_lẫn ở lý_do xt mobile làm_ăn gian_dối thôi bực email yêu_cầu bên xt mobile xuất hoá_đơn evat bằng_chứng xt mobile làm_ăn gian_dối bận công_việc liên_lạc mấy tuần evat nhận bên liên_lạc gửi voucher 200k xin_lỗi giao nhầm điện_thoại nói thực bực muốn bản 6gb kể_cả nó đắt hay ít nhận bản 4gb lỡ bóc seal đánh dùng ngoài_ra tiền mua tính trừ luôn voucher 200k gửi đi mấy khác mua luôn bản ram 6gb không_chỉ bản 4gb năm mua mấy thứ bên 100 triệu nói_chung ổn mua giá_trị nhỏ mới chú_ý ăn quả_lừa người mua mua mua bên trading hay istore né thằng xt mobile làm_ăn gian_dối,0,0,0,0,0,1,1,0,1
1008,1008,chất lưọng tốt chất lưọng tốt chất lưọng tốt chất lưọng tốt chất lưọng tốt chất lưọng tốt chất lưọng tốt chất lưọng tốt,1,1,1,0,0,0,0,0,0
1009,1009,dùng gần tháng vấn_đề like,0,0,0,0,0,0,0,0,1
1010,1010,đóng_gói cẩn_thận sản_phẩm nguyên seal giao hàng nhanh bước_đầu trải_nghiệm sản_phẩm hài_lòng chất_lượng chờ dùng thời_gian sản_phẩm ok ủng_hộ vin,0,1,0,1,0,0,0,0,0
1011,1011,cực_kỳ hài_lòng người trung_thành iphone người chạy model mới đổi iphone 6 plus già_yếu chậm_chạp iphone xr tốt trong tầm giá nhu_cầu cảm_ơn đặt mua xr thứ bà_xã,0,0,0,0,1,0,0,0,0
1012,1012,xài ok nha,0,0,0,0,0,0,0,0,1
1013,1013,mới xài vài ngày cảm_thấy tuyệt thiết_kế xếp gọn bỏ balo mang tiện,0,1,0,0,0,0,0,0,0
1014,1014,bắt wifi xa mạnh cảm_ứng lướt hiện_tượng giật ngược_lại thích_hợp xem youtube bin trâu,1,0,1,0,0,0,0,0,0
1015,1015,bên ngoài ổn cầm chắc_tay chất_lượng thời_gian mới trả_lời,0,1,0,0,0,0,0,0,0
1016,1016,hàng chính hãng kích_hoạt bảo_hành,0,0,0,0,0,1,0,0,0
1017,1017,hàng mới 100 tự tay kích_hoạt giao hàng mất ngày chất_lượng sp lỗi sử_dụng 1tgian ms biết đc,0,1,0,0,0,1,0,0,1
1018,1018,sản_phẩm tốt hài_lòng,0,0,0,0,0,0,0,0,1
1019,1019,giao hàng siêu nhanh máy mới mỗi_tội mua xong nay coupon giảm_giá 500k sản_phẩm apple tiếc hớ mất 200k hihi,0,0,0,1,0,0,0,0,0
1020,1020,mới mua hôm_qua hôm_nay giảm 200k nói_chung máy ok giá xuống nhanh,0,0,0,0,1,0,0,0,0
1021,1021,sản_phẩm lỗi nghe nhạc,0,0,1,0,0,0,0,0,0
1022,1022,giao hàng nhanh hàng đẹp giới_thiệu cảm_ơn,0,1,0,1,0,0,0,0,0
1023,1023,hang chinh hàng chính hãng moi tet ok,0,0,0,0,0,1,0,0,0
1024,1024,đẹp thích,0,1,0,0,0,0,0,0,0
1025,1025,giao hàng chuẩn máy full box ưng giờ tôi mua hàng,0,1,0,0,0,0,0,0,0
1026,1026,máy nhận về nguyên tem mở vinid cảnh_báo máy an_toàn mở zalopay cảnh_báo máy bi root dùng ứng_dụng root checker báo máy root chữ màu đỏ factory reset bật ứng_dụng hiện cảnh_báo vấn_đề giao hàng bàn giao hàng nhanh,1,0,1,1,0,1,0,0,0
1027,1027,giao nhanh an_toàn hài_lòng sản_phẩm,0,0,0,1,0,0,0,0,0
1028,1028,nhân_viên giao hàng nhanh nóng máy sạc pin bít lỗi j,0,0,0,0,0,0,0,0,0
1029,1029,ok giá_cả hợp_lý mới đập_hộp xứng_đáng 5sao,0,0,0,0,1,0,0,0,0
1030,1030,iphone lỗi đốm trắng màn_hình giúp đổi trả sản_phẩm,0,0,0,0,0,0,0,0,1
1031,1031,nhất,0,0,0,0,0,0,0,0,0
1032,1032,giao hàng nhanh chất_lượng sản_phẩm ok mẫu_mã đẹp đáp_ứng tốt chức_năng thông_thường lướt web app tra từ_điển ngân_hàng fb hài_lòng mức giá 3tr,0,1,1,1,1,0,0,0,0
1033,1033,giao hàng nhanh đt nguyên seal mới dùng ổn xài thời_gian coi thiết_kế đẹp ủng_hộ 5,0,1,0,1,0,1,0,0,0
1034,1034,trãi nghiệm sản_phẩm tháng máy mới 100 chất_lượng oppo khỏi bàn_cãi luôn tuyệt_vời,0,0,0,0,0,0,0,0,1
1035,1035,good nguyen seal chinh hang re ngon voi thi truong,0,0,0,0,0,0,0,0,0
1036,1036,sản_phẩm tốt ủng_hộ hàng vn,0,0,0,0,0,0,0,0,1
1037,1037,máy đơ giật lag nghe gọi ổn facebook life lag camera tưởng 3 mắt ngầu de bằng máy cổ thời xưa thật_sự muốn đập máy dùng máy hãng khác phân khúc đáng mua mong mn thật_sự cân_nhắc mua máy làm ngoài nghe gọi mong trả cục gạch mang_tiếng sờ mát phôn,1,0,1,0,0,0,0,0,0
1038,1038,giao hàng nhanh đóng_gói cẩn_thận tin_tưởng ủng_hộ,0,0,0,1,0,0,0,0,0
1039,1039,máy mã quốc_tế lla active có_vẻ kích_hoạt bảo_hành apple onl về tới tay vài ngày tuần sử_dụng máy ổn chạy nhanh vấn_đề ngoài số app dùng lâu tình_trạng nóng máy chơi pubg nóng cơ_bản hài_lòng giao hàng sớm dự_kiến 3 ngày lâu chắc m ở xa,0,0,1,1,0,1,0,0,0
1040,1040,hàng chính hãng mới 100 đầy_đủ phụ_kiện tự active,0,0,0,0,0,1,0,1,0
1041,1041,sản_phẩm nguyên seal đóng_gói cẩn_thận giao hàng nhanh,0,1,0,1,0,1,0,0,0
1042,1042,tầm giá vừa_phải pin trâu mua dùng,1,0,0,0,1,0,0,0,0
1043,1043,biết về hiện_tại chuột sài tốt nhạy sản_phẩm giống trong hình ưng tay giao lâu ok,0,0,0,1,0,0,0,0,0
1044,1044,active đúng ngày mua xài tốt bình_thường,0,0,0,0,0,0,0,0,1
1045,1045,sản_phẩm tốt thích,0,0,0,0,0,0,0,0,0
1046,1046,giao hàng nhanh chất_lượng tuyệt vơiif ủng_hộ,0,0,0,1,0,0,0,0,0
1047,1047,hàng chính hãng giá tốt dùng o,0,0,0,0,0,1,0,0,0
1048,1048,chất_lượng hợp túi_tiền điện_thoại nokia dù thăng_trầm chất_lượng đảm_bảo máy mới sx 102020 phân khúc giá rẻ dành con_cháu học trung_học hoặc sv phục_vụ tra_cứu học_tập giải_trí đọc tin báo đài phù_hợp tóm_lại dòng nokia 4 sử_dụng tốt phù_hợp túi_tiền hssv tôi hài_lòng về phối_hợp cửa_hàng tặng ốp lưng trong hoặc khuyến_mãi kèm mua hàng hàng mới khó tìm ốp lưng,1,0,0,0,1,0,0,0,0
1049,1049,đứng đúng tiền_nào_của_nấy chất_lượng kém,0,0,0,0,0,0,0,0,1
1050,1050,máy mới nguyên seal màu đẹp nhỏ gọn mua mẹ tập dùng điện_thoại thông_minh yêu_cầu cao thế,0,1,0,0,0,1,0,0,0
1051,1051,máy đẹp dock đi kèm tiện,0,1,0,0,0,0,0,1,0
1052,1052,tikinow giao hàng nhanh ngen đóng_gói kỹ_càng cẩn_thận hộp nguyên seal điện_thoại ok giá hời mua ba_mẹ xài bằng cảm_ơn vsmart,0,1,0,1,1,1,0,0,0
1053,1053,loa máy nghe bé tôi gọi hotline bảo_hành ai nghe máy tôi phía check bảo_hành máy tôi,0,0,0,0,0,0,1,1,0
1054,1054,hàng giao đầy_đủ chắc_chắn tiếc tikinow sản_phẩm hi_vọng bổ_sung tikinow sản_phẩm giá_trị cao_nhân_viên giao hàng tận_tình,0,0,0,1,0,0,0,0,0
1055,1055,nguyên seal mới sử_dụng vài ngày máy nhạy mua ba sử_dụng nghĩ tạm ổn ba coi youtube dò vé_số thôi nv giao hàng thân_thiện nói_chung tầm giá ổn sử_dụng oppo giờ thích oppo hãng khác,0,0,1,1,1,1,0,0,0
1056,1056,hài_lòng giao nhanh đúng hàng,0,0,0,1,0,0,0,0,0
1057,1057,hài_lòng đọc đánh_giá chê khen quyết_định mua làm thất_vọng tiếp_tục ủng_hộ,0,0,0,0,0,0,0,0,1
1058,1058,nói_chung ủng_hộ vsmart hàng tốt giá bình_dân,0,0,0,0,1,0,0,0,0
1059,1059,sản_phẩm giao đến gãy tay điều_chỉnh,0,0,0,0,0,0,0,0,1
1060,1060,xứng_đáng số tiền bỏ,0,0,0,0,1,0,0,0,0
1061,1061,máy rớt xuống_nước tràn vô màn_hình biết chế_độ bảo_hành,0,0,0,0,0,0,0,0,1
1062,1062,chụp ảnh siêu đẹp tem sản_phẩm an_toàn tin_tưởng đc giảm 2tr hsbc mua voucher giảm 1tr5 12 pro 256 31 5tr mua đợt đầu 27 11,1,1,0,0,1,1,0,1,0
1063,1063,kích_hoạt dc bảo_hành,0,0,0,0,0,0,0,0,0
1064,1064,ơi ipad mua bữa giờ gần xài hết nay mở sọc giữa màn_hình thế_này giờ xử_lý thế_nào,0,0,0,0,0,0,0,0,1
1065,1065,sản_phẩm chính hãng mới kích_hoạt vài ngày thôi bảo_hành chính hãng năm đủ đặc_quyền samsung elite giao hàng nhanh tiếng hàng giá ngon,0,0,0,1,1,1,0,0,0
1066,1066,tốt dùng ok,0,0,0,0,0,0,0,0,0
1067,1067,sản_phẩm đúng chuẩn chất_lượng,0,0,0,0,0,1,0,0,0
1068,1068,hàng nguyên seal active iphone 11 mới củ sạc tai nghe bù cáp sạc nhanh,0,0,0,0,0,1,0,1,0
1069,1069,hàng giao đúng dự_kiến dự_kiến giao 21h 20h55 anh shipper gọi nhận hàng máy chính hãng vna xài ổn vấn_đề nghiêm_trọng,0,0,0,1,0,1,0,0,0
1070,1070,mẫu_mã đẹp thời_gian giao hàng lâu dễ_dàng lắp sử_dụng,0,1,0,1,0,0,0,0,0
1071,1071,tốt giao hàg nhanh mong_đợi máy dùng ổn pin khoẻ tội sạp lâu nhưg chất nhận đc lỗi dùg lâu_dài ms biết,1,0,0,1,0,0,0,0,0
