,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7
544,giao hàng nhanh tặng 5 bong_bóng nhỏ_bé thích ủng_hộ tiếp,1,0,0,0,1,0,0
545,mua tả thôi mua lắm canh khuyến_mãi lúc_nào đc giá tốt,1,1,0,1,0,0,0
546,đóng_gói cẩn_thận giao hàng nhanh chất_lượng đảm_bảo,1,0,0,1,0,0,0
547,sản_phẩm dùng tiện_dụng phần mút dùng tốt vỡ hay rã chùi rửa số loại mút khác màu_sắc hay chất_liệu ổn,0,0,0,0,0,0,0
548,giá tôt đóng siêu cẩn_thận gói giao hàng 2h tiện_lợi,1,1,0,0,0,0,0
549,lai tháo đai vay gia cao ma lai tháo đai hộp la,0,0,0,0,0,0,0
550,sản_phẩm chính hãng giao hàng nhanh 2h miễn_phí,1,0,1,0,0,0,0
551,sản_phẩm y hình giao hàng nhanh sử_dụng biết chất_lượng thế_nào,1,0,1,0,0,0,0
552,hàng đóng_gói cẩn_thận chắc_chắn giá tốt nhất mua dùng mới đánh_giá co hình,1,1,0,1,0,0,0
553,tã bobby mua tốt,0,0,0,0,0,0,1
554,bỉm dung thích bé nhà đóng ngày trv hăm giao hàng nhanh,1,0,0,1,0,0,0
555,mềm bé hâm ship nhanh,1,0,0,1,0,1,0
556,sản_phẩm giao rách lớn chắc kiểm_tra hàng giao mong nhận câu trả_lời thoả_đáng cám_ơn,0,0,0,1,1,0,0
557,sữa vấn_đề con uống sữa ngon tiêu_hoá tốt tuy_nhiên nhận balô rách dc hài_lòng,0,0,0,1,1,0,0
558,chăm_sóc khách_hàng bố đời nhắn khách trả_lời ngắt cuộc hội_thoại,0,0,0,0,1,0,0
559,cực_kì hài_lòng luôn ủng_hộ shipper thân_thiện nhiệt_tình,1,0,0,0,0,0,0
560,giao hàng nhanh giá hợp_lý sản_phẩm dùng quen gí trở_ngại tiếp_tục mua đợt order,1,1,0,1,0,0,0
561,giao hàng nhanh gói kỹ hàng chính hãng ủng_hộ tiếp,1,0,1,0,0,0,0
562,giao hàng nhanh một cơn gió đêm đặt trưa hôm luôn đóng_hộp sạch_sẽ bọc cẩn_thận,1,0,0,0,0,0,0
563,sai cung dc,0,0,0,0,0,0,0
564,giao hàng đúng hình giá rẻ anh giao hang vui_tính cực hài_lòng bao chất_lượng,1,1,1,0,0,0,0
565,bé chịu uống uống nhìu,0,0,0,0,0,0,1
566,sản_phẩm hình thời_gian giao hàng đúng thời_gian,1,0,1,0,0,0,0
567,mua đợt sale 1212 đc giá tốt 399kgói tưởng đc kèm quà thú bông bé chơi đâu buồn xíu 5,0,1,0,0,1,0,0
568,nhận bất_kỳ quà tặng báo_cáo xử_lý chậm thật vọng bạn suy_nghĩ kỹ mua,0,0,0,0,1,0,0
569,vải mềm mẫu_mã đẹp,0,0,0,1,0,0,0
570,đóng_gói cẩn_thận giao hàng nhanh chất_lượng ok,1,0,0,1,0,0,0
571,bỉm mỏng bé thoải_mái mua dịp khuyến_mại giá ok dùng,0,1,0,1,0,0,0
572,sp chuẩn nhật bé bú ngon tiêu_hoá tốt,0,0,1,1,0,0,0
573,đóng_gói kĩ giao hàng nhanh cảm_ơn,1,0,0,0,0,0,0
574,tả dùng tốt giá tốt ủng_hộ lâu_dài,0,1,0,1,0,0,0
575,giá hợp_lý giao nhanh góp_ý mẹ mua tiết_kiệm,1,1,0,0,0,0,0
576,mua hai lon sữa tận tám ngày mới giao giờ toàn mua sữa bột giá tốt giao hàng nhanh thực_sự chậm nhà hết sữa bé cửa_hàng mua đánh_giá sữa 5 chất_lượng phục_vụ,1,0,0,0,1,0,0
577,mua sale mã km 391k rẻ tốt mua đi người ơi,0,1,0,1,0,0,0
578,giao hàng nhanh chất_lượng đúng mô_tả hài_lòng về cửa_hàng,1,0,0,1,0,0,0
579,hài_lòng về giao siêu nhanh lun,1,0,0,0,0,0,0
580,sử_dụng đóng_gói cẩn_thận mua giá 620k combo 3 gói tặng huggies gold quần l28,1,0,0,0,1,0,0
581,tã mỏng thật_sự mềm_mại phom nhỏ loại tã khác độ thấm hút bình_thường,0,0,0,1,0,0,0
582,đóng_gói kỹ bé uống biết bé thích,1,0,0,0,0,0,0
583,êm mềm bao_giờ bé hăm tã hay ngứa sử_dụng sản_phẩm,0,0,0,1,0,1,0
584,sản_phẩm mô_tả quấn băng keo chặt mở mãi mới xong bộ tàu_hoả gỗ bé,1,0,1,0,1,0,0
585,gãy đổi dc ak,0,0,0,0,0,0,0
586,hàng đẹp đúng mẫu màu khac nhau,0,0,0,1,0,0,0
587,sữa ngon con thích mua cám_ơn,0,0,0,1,0,0,0
588,có_lẽ trong dòng bỉm bỉm huggies dùng ưng_ý nhất,0,0,0,0,0,0,1
589,giao hàng đúng mẫu đường may lỗi thất_vọng,0,0,0,0,0,0,1
590,xịn xò phàn nsnf,0,0,0,0,0,0,1
591,vải thấm nước khó sử_dụng lau bé,0,0,0,1,0,0,0
592,rẻ đẹp ok lắm giao hàng cực nhanh bất_ngờ,1,1,0,1,0,0,0
593,dịch_vụ chất_lượng tốt,0,0,0,1,1,0,0
594,sản_phẩm traning rẻ rách người ta mua hàng xin giao kỳ zậy làm_ăn kiểu dẹp luôn khuất mắt,1,0,0,1,0,0,0
595,tả bobby thoáng_khí bé sài lâu_nay trộm_vía đặc_biệt quà tặng cực_kì đáng yêu bé thích,0,0,0,1,1,0,0
596,sp mua cập_nhật kh đỡ mất_công bực_mình,0,0,0,0,0,0,1
597,giao hàng nhanh giá rẻ,1,1,0,0,0,0,0
598,bên đóng_gói cẩu_thả gian băng_dính lung_tung gói bỉm nhìn bẩn hết cả_gói bỉm,1,0,0,0,0,0,0
599,bỉm tốt giao hàng khuyến_mãi hạn giao đơn on hold,1,0,0,1,1,0,0
600,trơif lạnh mua sữa về pha con ấm đóng_gói kĩ giao hàng nhanh,1,0,0,0,0,0,0
601,bé 16 tháng tuổi dùng bé đi ngủ tràn bỉm quên tràn,0,0,0,0,0,0,1
602,sp thấm hút tốt giữ dáng dù tả đầy mùi hoá_chất trong tả ngày_càng nồng cân_nhắc đổi dòng thương_hiệu khác an_toàn,0,0,0,1,0,0,0
603,tã tốt sử_dụng thích băng keo dễ bung thấm hút kém,0,0,0,1,0,0,0
604,bé nhà dùng ok,0,0,0,0,0,0,1
605,đăng quà nhận hàng hỏi hồi_đáp khách_hàng,0,0,0,0,1,0,0
606,sử_dụng,0,0,0,0,0,0,1
607,đề tặng 6 miếng tã quần,0,0,0,0,1,0,0
608,sản_phẩm ok,0,0,0,0,0,0,1
609,giao hàng nhanh đợt bao_bì xấu bẩn cảm_thấy hài_lòng hài_lòng lắm,1,0,0,1,0,0,0
610,giá chương_trình momo giảm 50k đơn 99k khoảng 399k tạm coi rẻ mua_lẻ uống lâu_dài mua số_lượng mới rẻ,0,1,1,0,0,0,0
611,kiểm_tra hàng nhận hài_lòng không_thể tả đóng_gói chắc_chắn balo dày_dặn đường may chỉnh chu bên trong rộng_rãi ngăn đựng bình sữa dày đẹp lỗ cắm sạc đt nói_chung hài_lòng lắm luôn á,1,0,0,1,1,0,0
612,giao hàng nhanh chất_lượng sản_phẩm tốt,1,0,0,1,0,0,0
613,hàng tốt_đẹp,0,0,0,0,0,0,1
614,bạn cmt bỉm mỏng ổn bé tè thay đêm thay tả quần bõm,0,1,0,1,0,0,0
615,hàng xầu sx 12019 ngâm ơ đâu năm giờ mang bán,0,0,0,0,0,1,0
616,giao hàng đúng dự_kiến,1,0,0,0,0,0,0
617,sản_phẩm tốt giá_cả phù_hợp túi_tiền mmmmmmmmmmmmm,0,1,0,1,0,0,0
618,mua gói lớn quà giao hàng nhanh,1,0,0,0,1,0,0
619,nhân_viên công_ty unidry giới_thiệu mua tã quần premium tặng thú bông giao hàng_không,0,0,0,0,1,0,0
620,hàng loại date vọng,0,0,0,0,0,1,0
621,thói_quen mở_hàng kiểm_tra tin_tưởng chất_lượng sách nhận sách thực_sự thất_vọng sách quăn mép cũ nát bẩn trong trang sách,0,0,0,0,0,0,0
622,giá rẻ giao hàng nhanh bé nhà 11 2kg mặc phần chun rộng bỉm mỏng ôm dáng bỉm bobby bình_thường hay mua đầy bỉm kéo xệ hết xuống,1,1,0,1,0,0,0
623,hàng_hoá ok tuy giá bán cao thị_trường,0,1,0,1,0,0,0
624,sản_phẩm hình,0,0,1,0,0,0,0
625,chai kem nhỏ test thử thấm nhanh,0,0,0,0,0,0,0
626,hàng chắc_chắn nhựa cứng_cáp ủng_hộ giao hàng nhanh,0,0,0,0,0,0,0
627,giao hàng nhanh đóng_gói cẩn_thận đặt_hàng đúng đợt khuyến_mại giảm_giá hài_lòng về dịch_vụ ghé mua_sắm,1,1,0,0,0,0,0
628,giao hàng nhanh bỉm pamper mỏng hẳn nhẹ hẳn dòng bỉm khác bé đi nặng thấm ngoài,1,0,0,1,0,0,0
629,giá rẻ free ship date cực mới luôn tặng 6 miếng tiếp_tục ủng_hộ,1,1,0,0,1,1,0
630,đơn hàng ghi tặng chảo chống dính nhận hàng quà treo đầu dê bán thịt chó ak,0,0,0,0,1,0,0
631,hàng y hình giữ ấm dk lâu lắm,0,0,0,0,0,0,0
632,loại tã dùng con toàn hằn đỏ vùng đùi bụng thôi ấy dòng huggies cải_tiến mới con hằn đỏ nè,0,0,0,1,0,0,0
633,rat hai_long ve san pham nay gia san pham phu hop voi thi truong,0,1,0,0,0,0,0
634,kém chất_lượng tệ_hại,0,0,0,1,0,0,0
635,thiết_kế đệm mây mới làm bề_mặt tã êm mịn không_kích ứng da bé,0,0,0,1,0,1,0
636,giao hàng lâu,1,0,0,0,0,0,0
637,sản_phẩm đóng_gói cẩn_thận giao hàng nhanh áp_dụng mã pamtet 10 quà tặng thố lock lock đi kèm mong nhận phản_hồi,1,0,0,0,1,0,0
638,sữa tốt quà đẹp bé thích,0,0,0,1,1,0,0
639,mã qr nằm ở mặt trong sản_phẩm_tra mạng bán hàng giả khách sản_phẩm mua ở ngoài mềm nhám bán hàng giả khách,0,0,1,0,0,0,0
640,sản_phẩm tốt giao nhanh giá càng_ngày_càng mắc cong tốt,1,1,0,1,0,0,0
641,giá vừa_phải gần bằng giá tã tán mua tã quần mặc luôn tiện mặc bông mềm_mại mặc bé xiết đỏ,0,1,0,1,0,0,0
642,hài_lòng sản_phẩm,0,0,0,0,0,0,1
643,sp mềm thoải_mái bé tuy_nhiên thấm,0,0,0,1,0,0,0
644,đúng sản_phẩm giao hàng đúng hẹn nói_chung tốt,1,0,0,0,0,0,0
645,quảng_cáo quà tặng đằng tặng nẻo tào laooo,0,0,0,0,1,0,0
646,đóng_gói cẩn_thận giao hàng siêu nhanh dùng đánh_giá chất_lượng date siêu xa,1,0,0,0,0,1,0
647,sản_phẩm cực_kỳ hút nước làm_bé khó_chịu mất dáng đi bé,0,0,0,1,0,0,0
648,tã mỏng thoáng mát bé xài pamper hăm tã sức chứa hạn_chế 2h thay dùng đêm tràn,0,0,0,1,0,0,0
649,mua tặng người quen khen dùng tốt giá rẻ mã giảm_giá mua 6 gói,0,1,0,1,0,0,0
650,hài_lòng nhận ngựa,0,0,0,0,1,0,0
651,mua hôm 18 8 đc tặng nhà nhạc cuối_cùng đc tặng hnay báo đc tặng gối,0,0,0,0,1,0,0
652,đóng_gói chắc_chắn giao hàng nhanh,1,0,0,0,0,0,0
653,sản_phẩm đóng_gói cẩn_thận toi hài_lòng,1,0,0,0,0,0,0
654,chắc_chắn lắm,0,0,0,0,0,0,0
655,sản_phẩm dùng tốt,0,0,0,0,0,0,1
656,ok nhân_viên giao hàng nhiệt_tình,1,0,0,0,0,0,0
657,ship thu 450k trong phiếu 440k bao_nhiêu lạ chồng nhận giùm hỏi đc,0,0,0,0,0,0,1
658,giao hàng nhanh tã mềm mượt nói_chung đáng đồng_tiền,1,0,0,1,0,0,0
659,đóng_gói ky giao hàng nhanh ship cực thân_thiện bao_bì mới ưng,1,0,0,1,0,0,0
660,giao hàng nhanh sức,1,0,0,0,0,0,0
661,giao hàng nhanh dự_kiến tã dễ_chịu thoải_mái,1,0,0,1,0,0,0
662,giao hàng nhanh đóng_gói cẩn_thận sản_phẩm sử_dụng tốt,1,0,0,1,0,0,0
663,chất_lượng tốt,0,0,0,1,0,0,0
664,mới lấy về mở dùng hâm mông bé mua tiếp,0,0,0,0,0,0,0
665,giao hàng nhanh giá hợp_lí,1,1,0,0,0,0,0
666,ship hàng gọi điện đến nhà giao đi làm ở nhà kiểm_tra hàng đc nhờ người nhận giúp rõ chán,1,0,0,0,0,0,0
667,thử đổi hãng bé nhà trc bạn dùng pamper sử_dụng biết cảm_nhận thế_nào tk giao hàng nhanh giá rẻ khác,1,1,0,0,0,0,0
668,sản_phẩm tốt giao hàng siêu nhanh,1,0,0,1,0,0,0
669,đóng_gói cẩn_thận,1,0,0,0,0,0,0
670,tính mua tã quần unidry cung 6 7 mấy mua bịch 60 miến đợt nao gấu bông đợt mua loại 74 miến ma mua bich luon duoc quà tã thi bé mặc thổi mái hâm bí_bách tã khác,0,0,0,1,1,1,0
671,sản_phẩm chất_lượng tuyệt_vời đúng mô_tả đóng_gói sản_phẩm đẹp chắc_chắn phục_vụ tốt đáng tiền giao hàng nhanh ps thời_gian chụp lấy đỡ hình mạng up,1,1,1,1,1,0,0
672,dùng tốt bỉm thấm hút giao hàng nhanh ủng_hộ,1,0,0,1,0,0,0
673,đầu mua sữa nhập sợ giả giao hàng bao nilong kỹ_lưỡng thanks,1,0,1,0,0,0,0
674,nhận đc quà tặng kèm mong xem lai,0,0,0,0,1,0,0
675,rat hai_long ngon bo re tuyet voi,0,1,0,1,0,0,0
676,tả thấm hút tốt tặng gấu bông cực yêu luôn nhà cháu nhỏ chuyển dòng hết tả hộp giá tiền dùng ok bằng,0,1,0,1,1,0,0
677,sản_phẩm tốt vận_chuyển hàng nhanh nhân_viên giao hàng nhiệt_tình,1,0,0,1,0,0,0
678,ủng_hộ giao hàng nhanh chongd,1,0,0,0,0,0,0
679,tôi đặt combo gói tã quần nhận gói tình_trạng báo giao hàng thành_công bên cạnh thời_gian giao hàng lâu gần 10 ngày bao_bì đóng_gói cẩn_thận,1,0,0,0,1,0,0
680,giao hàng nhanh dùng tốt,1,0,0,1,0,0,0
681,mua gói moony size m đc voucher sale 30 mua dầu olive kid nhưng_mà nhận đc hàng nhận đc quà,0,0,0,0,1,0,0
682,ad ơi đặt mua sản_phẩm tặng kèm bình lock lock quảng_cáo ạ cơ_mà giao hàng nhanh thích lắm,1,0,0,0,1,0,0
683,cực_kì hài_lòng hàng giao nhanh đúng y_như hình,1,0,1,0,0,0,0
684,đặt mua mất thời_gian sàn giao_dịch khác thôi ổn,0,0,0,0,0,0,1
685,tả quần nhẹ mềm bé mặc thoải_mái loại tả khác tả quần size xxxl nhỉ,0,0,0,1,0,0,0
686,giao hàng nhanh đóng_gói cẩn_thận,1,0,0,0,0,0,0
687,sản_phẩm tốt giá_cả ưu_đãi thanks,0,1,0,1,0,0,0
688,cám_ơn giao hàng nhanh giá_cả ổn_định,1,1,0,0,0,0,0
689,rẻ êm nói_chung hợp túi_tiền,0,1,0,1,0,0,0
690,tốt sp tốt tốt tốt tôt tốt tốt tôt,0,0,0,0,0,0,0
691,mua hàng hài_lòng bỉm hồi pamper mẫu giữ dáng dùng bé ok trung_thành sd thôi mỏng nhẹ đai co_giãn mềm_mại khả_năng thấm hút cực tốt có_điều size nhỏ loại meries chút,0,0,0,0,0,0,0
692,tã mềm thấm hút tốt rộng_rãi giao nhanh sáng đặt chiều dù m đăng_kí tikinow,1,0,0,1,0,0,0
693,thích mua hàng ti ki uy_tín chất_lượng kiểm hàng mua hàng ti ki,0,0,1,1,0,0,0
694,tã mùi bề_mặt tã mềm mịn ôm nhẹ lấy bé vết hằn hề xệ mặc_dù bé tè bé hoạt_động dễ_dàng băng keo cuốn tã sử_dụng mua đợt giảm_giá giá tốt ưng sản_phẩm tã pampers giữ dáng canh sale mua,0,1,0,1,0,0,0
695,hàng giao nhanh đặt chiều hôm trưa hôm giao hàng mới sản_xuất hạn sử_dụng dài đóng_gói cẩn_thận,1,0,0,1,0,1,0
696,vô_cùng hài_lòng giao hàng nhanh chất_lượng,1,0,0,1,0,0,0
697,order tết mới nhận hôm_nay dùng sp chất_liệu tốt to nặng xíu as expected,1,0,0,1,0,0,1
698,săn bỉm giá rẻ giảm trừ 80k tiếc săn trưa giảm 100k hết mất thảm chơi bé chơi đầu mua tả hãng hi_vọng bé hợp hăm,0,1,0,0,1,0,0
699,giá đắt sữa ngọt đề_nghị hãng giảm độ ngọt đi uống có_vẻ nóng trong giá mua tàm_tạm khác giao hàng siêu nhanh bạn ship hàng tốt,1,1,0,1,1,0,0
700,tốt tốt tốt,0,0,0,0,0,0,1
701,tốt giao hàng nhanh ủng_hộ trong tương_lai,1,0,0,1,0,0,0
702,tả mềm_mỏng thấm hút tốt bé mặc thoáng mát giao hàng nhanh cảm_thấy hài_lòng sản_phẩm ưng nhất_là miếng dán phía dùng xong gói tả vệ_sinh làn mua mẫu cũ miếng dán mua bobby mẫu mới chắc sau_này chuyển sang xài pampers bé luôn,1,0,0,1,0,0,0
703,nhận hàng order hoàn tàn đồng_ý quảng_cáo nhập_khẩu đức đơn_vị bán hàng thứ nhất bình sữa made in china đồng_ý thương_hiệu lớn mỹ nhật đức gia_công ở trung_quốc bỏ_qua điểm tuy_nhiên thứ hai tất_cả bao_bì hường dẫn sử_dụng bằng tiếng trung liên_quan đến đức ngoại_trừ hình lá cờ đức dòng chữ germany in bé bé góc hộp không_thể tin_tưởng sản_phẩm lưu_hành ở thị_trường đức dc nhập_khẩu về vn hỏi sp sx ở đâu nhận dc câu trả_lời tự gia_công oem thương_hiệu nhà_sản_xuất cụ_thể thật_sự thất_vọng nhận hàng bây_giờ biết sản_phẩm an_toàn bé ai kiểm_định chất_lượng nhựa silicon bình tuy_nhiên tháo tem sản_phẩm đổi hàng phiền_phức viết comment mong kiểm_soát thông_tin quảng_cáo chính_xác cụ_thể sản_phẩm tránh đánh_đố gây hiểu lầm khách_hàng dẫn đến tình_trạng hài_lòng trường_hợp bỏ ý_định mua sản_phẩm ngoài sách mặc_dù giá_cả tốt chút rủi_ro về chất_lượng xin cảm_ơn tiếp_nhận thông_tin,0,1,0,0,1,0,0
704,hàng chính hãng yên_tâm bé xài tính lợi mua gói 54m,0,1,1,0,0,0,0
705,giao hàng nhanh đóng_gói cẩn_thận tôi hài_lòng,1,0,0,0,0,0,0
706,giá_cả hợp_lý chất_lượng đảm_bảo trẻ,0,1,0,1,0,0,0
707,tả xài êm ok bé lắm nha,0,0,0,1,0,0,0
708,sản_phẩm tốt bé nhà dùng bobby sinh đến giờ trộm_vía hăm trời lạnh gần đóng suốt giao hàng nhanh giá tốt mua đợt km quà mã giảm_giá,1,1,0,1,1,1,0
709,lừa cách trắng_trợn sizel120 đi giao 108,0,0,0,0,1,0,0
710,thích sản_phẩm dùng ok,0,0,0,1,0,0,0
711,giao hàng chậm,1,0,0,0,0,0,0
712,sản_phẩm ok tuy_nhiên bé 5 5kg mặc chật hằn luôn,0,0,0,1,0,0,0
713,giao hàng tốt,1,0,0,0,0,0,0
714,đặt bịch bé gái bao_bì ngoài ghi man bên trong bỉm màu hồng chả biết nhầm nhỉ chả lẽ người nhật nhầm,0,0,0,0,0,0,1
715,giá tốt giao hàng nhanh chong,1,1,0,0,0,0,0
716,bán đồ hk tâm v b đưa đồ hết han thi lm s ma xai date 25 2019 sợ roi b mua bich tien mo hoi cong suc cua ng ta,0,0,0,0,0,0,1
717,nhà 3 bé nhỏ đến lớn sử_dụng tả huggies mua nhà an_tâm,0,0,0,0,0,0,1
718,tã thích_hợp dùng ban_ngày khoảng 3 4 tiếng nặng_trĩu ạ mua bé xài ban_ngày thôi đêm dùng loại khác mới lo tràn,0,0,0,0,0,0,1
719,hài_lòng đặt tã quần giao tã dán dịch_vụ tệ,0,0,0,0,1,0,0
720,tã xài siêu thấm hút xịn mua đc deal giá hời,0,1,0,1,0,0,0
721,giao hàng tỉnh,0,0,0,0,0,0,0
722,dễ_thương quá_trời đất luôn nè tuyệt,0,0,0,0,0,0,0
723,đặt_hàng km gấu bông bé nhận hàng,0,0,0,0,1,0,0
724,hàng tốt bé thích mmmmmmmm,0,0,0,1,0,0,0
725,sp tốt giao hàng nhanh_chóng con mk thich,1,0,0,1,0,0,0
726,tã mềm thấm hút tốt,0,0,0,1,0,0,0
727,san phẩm dung thích da bé khô thoáng ủng_hộ kiti dài,0,0,0,1,0,0,0
728,ok ok okokonojojojokokokokojojojkkokokokokokkokokokokokokokko,0,0,0,0,0,0,0
729,nghe mùi thơm lằn lưng chắc phai mua size bé 5 kg mom mua cân_nhắc size bé,0,0,0,0,0,0,1
730,giá tốt chất_lượng tốt,0,1,0,1,0,0,0
731,sản_phẩm xài tốt giá tốt vận_chuyển đúng hẹn thích nhất thời_gian vận_chuyển,1,1,0,1,0,0,0
732,sản_phẩm chất_lượng hài_lòng,0,0,0,1,0,0,0
733,mua con sử_dụng chất_lượng ok,0,0,0,1,0,0,0
734,ship hàng nhanh,1,0,0,0,0,0,0
735,đợt mua hàng hài_lòng riêng đợt mua hài_lòng bao_bì cũ dơ,0,0,0,1,0,0,0
736,cảm_ơn nha rẻ túi_tiền người dân,0,1,0,0,0,0,0
737,bỉm pampers khiến cảm_thấy hài_lòng về chất_lượng độ thấm tuy_nhiên vơi bỉm khác kích_thước nhỏ thường mua size bỉm nhỉnh size,0,0,0,1,0,0,0
738,tả mỏng thấm tốt tràn bé ngủ ngon,0,0,0,1,0,0,0
739,sản_phẩm ok bé nhà tôi dùng sản_phẩm,0,0,0,1,0,0,0
740,mới sài size xl biết loại mới tràn ướt hết lưng phần giữa phía khô queo bé tiểu thứ size xl mẫu ok ngoài_ra lưng có_vẻ thấm mồ_hôi tốt nói_chung mẫu ok,0,0,0,1,0,0,0
741,giao hàng nhanh mua hài_lòng,1,0,0,0,0,0,0
742,tã mềm_mỏng dùng bé_nhỏ thường_xuyên thay tã,0,0,0,1,0,0,0
743,mấy dùng ok tả thấm bé đái toàn tràn ngoài hàng kém chất_lượng,0,0,0,1,0,0,0
744,quần đẹp sai ok có_điều giao trùng 2cai giống nhau,0,0,0,0,0,0,0
745,nao mới km vừa_rồi 350k1 hộp ạ mua 5 hộp giá giảm,0,0,0,0,0,0,1
746,giao hàng nhanh,1,0,0,0,0,0,0
747,bt sp nhân_viên giao hàng ngứa_mắt nhân_viên biết địa_chỉ khỏi giao hàng địa_chỉ rõ_ràng như_thế đọc gọi hỏi n phiền_phức,0,0,0,0,0,0,0
748,chất_liệu dày thực_tế giống hình nói_chung hài_lòng,0,0,1,1,0,0,0
749,giao siêu nhanh tối đặt sáng hôm nhưng_mà đóng_gói sơ_sài tiếp_tục săn sale ủng_hộ,1,0,0,0,0,0,0
750,tả ok hợp túi_tiền,0,1,0,1,0,0,0
751,hang ok voi gia tien thoang mat hut am tot,0,0,0,1,0,0,0
752,giao hàng cực nhanh tặng quà dễ_thương,1,0,0,0,1,0,0
753,giá phù_hợp thích_hợp thay thường_xuyên bé,0,1,0,0,0,0,0
754,nắp kim_loại sữa dễ kiến,0,0,0,0,0,0,1
755,hàng chuẩn giao hàng nhanh,1,0,1,0,0,0,0
756,hang cuc tot dong goi nhiei ttham hut tot,0,0,0,0,0,0,0
757,bỉm chất_lượng mua bé anh đến giờ,0,0,0,1,0,0,0
758,sản_phẩm tuyệt_vời bỉm đóng đêm khô thoáng mua xài dần bé,0,0,0,1,0,0,0
759,giá rẻ sài ok,0,1,0,0,0,0,0
760,mua tã quần pamper nhìu ok dùng pamper xen kẻ loại khác dùng ban_ngày dùng ban_đêm tã thấm hết giá rẻ hài_lòng,0,1,0,1,0,0,0
761,sản_phẩm giống mô_tả nói loại đệm lưng thấm mồ_hôi nhận về loại khô thoáng bình_thường nói tặng 9 miếng gói tã tặng kèm mở bên trong,0,0,1,1,1,0,0
762,mua bỉm rẻ nhất lúc_nào quất dịch jumbo biết đến gói jumbo bao_giờ mua bịch nhỏ luôn,0,1,0,0,0,0,0
763,vị trà ngon khó uống con thích mua trẻ,0,0,0,1,0,0,0
764,hài_lòng về sản_phẩm ủng_hộ dài_dài ạ,0,0,0,0,0,0,1
765,hài_lòng sẻ ủng_hộ,0,0,0,0,0,0,1
766,xài thích tràn thích_hợp mang buổi đêm hăm giao hàng nhanh đk freeship mang ban_ngày dày xài thích mấy hãng khác,1,0,0,1,0,1,0
767,bao_bì bẩn hy_vọng sản_phẩm ok giá rẻ siêu_thị,1,1,0,0,0,0,0
768,thoáng nhẹ mua xin cảm_ơn,0,0,0,1,0,0,0
769,giong nhu hinh anh chat luong thi pai dung moi biet,0,0,0,0,0,0,0
770,giặt đến thứ rách tràn ướt hết,0,0,0,1,0,0,0
771,đơn hàng_đầu làm tốt càng_ngày_càng hài_lòng giao hàng chậm đúng ngày gọi điện báo khách hang gọi kêu nhân_viên kiểm_tra gọi chẳng ai gọi hài_lòng về cách nhân_viên tổng_đài làm_việc hài_lòng về giao hàng chậm_trễ,1,0,0,0,1,0,0
772,ơi mua 3 gói tăngj siêu xe mua 3 gói tặng mua bỉm con sinh bé tới h hiểu đề vậy_mà luôn đặt hiện quà tặng giao kiểm_tra giúp,0,0,0,0,1,0,0
773,giao hàng nhanh sp đóng_gói chắc_chắn ok,1,0,0,0,0,0,0
774,sản_phẩm date xa quà tặng kèm siêu dễ_thương tiện mẹ bé nhà thích lắm luôn,0,0,0,0,1,1,0
775,sản_phẩm tốt đúng chất_lượng,0,0,0,1,0,0,0
776,thật_sự chán kinh_khủng nay nhận bịch mang dùng dùng nổi bỉm nhão_nhoét ôm mông con phần chun bụng luôn 0 điểm về chỗ mẹ mua bỉm giờ vứt tiếc dùng chả dùng nổi dùng jo ngon chớ,0,0,0,1,0,0,0
777,giao hàng nhanh ngày đóng_gói sơ_sài kỹ rách chỗ vỏ bọc ngoài,1,0,0,0,0,0,0
778,ok mua,0,0,0,0,0,0,1
779,sản_phẩm ok gói hàng cẩn_thận lắm,1,0,0,1,0,0,0
780,hàng sài tot,0,0,0,0,0,0,0
781,em mua tặng 9 miếng đủ gói 3 dây dây 3 miếng khách coi kỹ đánh_giá tặng 3 miếng tặng à ok mùi dễ_chịu tí,0,0,0,1,1,0,0
782,nhận hàng nha ơi giao hàng nhanh đóng_gói sản_phẩm kỹ,1,0,0,0,0,0,0
783,rẻ mua bên ngoài giao hàng nhanh_chóng,1,1,0,0,0,0,0
784,chật mua xxl chi_bằng size l thôi,0,0,0,1,0,0,0
785,giao hang nhanh chat luong tuyet voi lun minh rat tin tuong,1,0,0,1,0,0,0
786,giao quà tặng mới giao quà tặng,0,0,0,0,1,0,0
787,sản_phẩm tốt đóng_gói chắc_chắn giao hàng nhanh tiếp_tục mua hàng,1,0,0,1,0,0,0
788,bỉm thấm hút tốt mẫu_mã đẹp giao hàng nhanh,1,0,0,1,0,0,0
789,đẩy tay cầm sát xuống vặn nắp chặt xíu bé thích,0,0,0,0,0,0,0
790,đặt bỉm thanh_toán đến nhận mới ngớ đặt nhầm size nói bạn giao hàng mang về luôn bạn giao hàng nói nhận đi xong gọi tổng_đài người đến lấy đổi hoặc trả nghĩ bạn ấy mất_công mang đi lấy xong gọi điện tổng_đài báo hỗ_trợ thôi thất_vọng về,0,0,0,0,1,0,0
791,bỉm,0,0,0,0,0,0,0
792,sữa chính hãng xe đồ_chơi chắc_chắn đẹp,0,0,1,0,1,0,0
793,sản_phẩm tốt phù_hợp túi_tiền mà_lại tặng quà,0,1,0,1,1,0,0
794,sản_phẩm dùng tốt hạn xa_giá rẻ combo cỡ nhỉ,0,1,0,1,0,1,0
795,giao nhanh sp date xa,1,0,0,0,0,1,0
