,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
836,máy xài ok,0,0,0,0,0,0,0,0,1
837,nhận hàng ơi giao hàng nhanh máy đẹp lắm mọi thứ tốt_đẹp nghe gọi ok bắt sóng 3g 4g tốt ổn_định wifi lướt zalo fb xem phim chơi game nặng ổn đánh_giá 5 về cách bán hàng vui_vẻ nhiệt_tình thân_thiện,0,1,1,1,0,0,1,0,0
838,máy nặng chắc_chắn dùng mượt pin lâu sạc nhanh chơi game biết,1,1,1,0,0,0,0,0,0
839,tốt mỗi_tội bảo gửi màu trắng thành màu đen,0,1,0,0,0,0,0,0,0
840,giao hàng nhanh điện_thoại dùng tốt chế_độ màn_hình to rõ dễ dùng,1,0,0,1,0,0,0,0,0
841,thật vui bất_ngờ giao hàng đẹp chất_lượng tốt giá hợp_lý máy hoạt_động ổn_định pin trâu sạc nhanh chức_năng cơ_bản nghe gọi rõ chụp hình đẹp lướt web mượt_mà cảm_ứng nhạy hoàn_thiện thật đáng đồng_tiền làm_ăn uy_tín giao hàng đúng hẹn sản_phẩm đúng,1,1,0,0,1,0,1,0,0
842,phong_cách phục_vụ chuyên_nghiệp tận_tâm khách_hàng giới_thiệu anh_em bạn_bè ủng_hộ duyệt 5,0,0,0,0,0,0,1,0,0
843,vui ơi nhận hàng xem đt đẹp bề_ngoài mới 99 luôn test chức_năng chạy mượt lắm camera sắt nét chơi game xem phim oke vừa_ý giới_thiệu bạn_bè người_thân ủng_hộ đánh_giá 5,1,1,1,0,0,0,0,0,0
844,máy ok mượt_mà màn ok pin hẻo pin yếu sẵn ngoại_hình 98 đúng một vết xước ở mặt lưng xước dăm màn_hình phụ_kiện tạm,1,1,1,0,0,0,0,1,0
845,anh chủ nhiệt_tình hỗ_trợ khách lắm ạ máy mướt đẹp tuyệt_vời bác yên_tâm mua hàng nha,0,1,1,0,0,0,1,0,0
846,ok 6gb64gb tím mộng_mơ cảm_ơn ủng_hộ,0,1,0,0,0,0,0,0,0
847,máy cấn 4 góc máy 90 mua thứ 6 tiếp_tục ủng_hộ,0,1,0,0,0,0,0,0,0
848,giao hàng nhanh máy mới đẹp ưng thời_gian check pin xem thế_nào,0,1,0,1,0,0,0,0,0
849,sài ok mọi chước năng sài tốt đặt u đen lái ship u bạc nhỉ 5 mua ship kiểu 3 ý,0,0,1,1,0,0,0,0,0
850,chọn loại mới hộp làm_quà giao hộp phụ_kiện chán mới_đầu đăng_nhập google kích lát dùng tuần oke 5,0,0,1,0,0,0,0,1,0
851,phục_vụ tốt giao hàng nhanh sản_phẩm đúng mô_tả máy mượt_mà,0,0,1,1,0,0,1,0,0
852,màu trắng đẹp sản_phẩm nguyên hộp tem giá hợp_lý jkjjjj,0,1,0,0,1,1,0,0,0
853,pin dùng chán lắp sim sóng kém nói_chung tiền đấy,1,0,0,0,0,0,0,0,0
854,máy mới nguyên hộp imei trùng khớp nhiệt_tình mua ngày 11 11 giá tốt đc tặng miếng dán màng hình hài_lòng về đồ uy_tín,0,0,0,0,1,1,1,0,0
855,trừ pin chai chút_ít ngoài_ra than_phiền jsjjjkfkjjdjjsj,1,0,0,0,0,0,0,0,0
856,sản_phẩm nguyên tem,0,0,0,0,0,1,0,0,0
857,nhận hàng test thử máy test xong phản_hồi,0,0,0,0,0,0,0,0,1
858,e nhận hàng máy đepajmàn hình cảm_ứng nhạy camera chụp hình_sắc sảo chức_năng hoạt_động tốt pin trâu sạc nhanh wifi ổn_định mạng chơi game xem phim êm_ru sướng thật giá_cả hợp_lý hài_lòng lắm ơi chúc luôn phát_triển mạnh khách_hàng hơn_nữa,1,0,1,0,1,0,0,0,0
859,máy mới trầy_xước màn_hình một vệt sáng trắng ok máy sử_dụng,1,1,0,0,0,0,0,0,0
860,hàng ngon trong tầm giá nguyên seal cài sẵn tiếng việt mua liên_tục hoàn_toàn yên_tâm về chất_lượng thời_gian đánhh giá tiếp,0,0,0,0,1,1,0,0,0
861,điện_thoại đẹp uy_tín giao hàng đúng hẹn vui lắm kiểm_tra hàng đúng hàng chính hãng test ứng_dụng chạy êm pin trâu lắm camera sắt nét cảm_ứng nhạy nói_chung vừa_lòng cảm_ơn giao hàng đúng quảng_cáo bình_chọn 5,1,1,1,1,0,1,0,0,0
862,máy chuyên_gia mất sóng đột_ngột nóng máy liệt góc bên màn_hình,1,0,1,0,0,0,0,0,0
863,máy mới 99 phụ_kiện kém cải_thiện,0,1,0,0,0,0,0,1,0
864,sản_phẩm tốt mong_đợi giao hàng nhanh pin kém,1,0,0,1,0,0,0,0,0
865,sản_phẩm tuyệt nha mọi người a chủ tư_vấn nhiệt_tình mỗi_tội rep lâu pin tận 100 máy zin 100 luôn ạ đáng tiền,0,1,0,0,0,1,1,0,0
866,ổn giao nhanh đóng_gói cận thận,0,0,0,1,0,0,0,0,0
867,tốt cảm_ơn,0,0,0,0,0,0,0,0,1
868,chất_lượng pin dở tệ antutu đo đc 1100mah 99,1,0,0,0,0,0,0,0,0
869,xước ít khó pin tốt wifi ổn liên_quân mượt,1,1,1,0,0,0,0,0,0
870,đủ số_lượng sản_phẩm đúng mô_tả thời_gian giao hàng nhanh_chóng dễ sử_dụng pin tuột nhanh ngày dùng gần hết,1,0,0,1,0,0,0,0,0
871,giá tiền mua máy xước nhẹ chậm chút_xíu pin 88 95 chủ tư_vấn hỗ_trợ nhiệt_tình thật may_mắn gặp tốt,0,1,1,0,0,0,1,0,0
872,đóng_hộp kỹ đt nguyên seal móp méo chắc bên vận_chuyển chờ hướng_dẫn up rom,0,0,0,1,0,1,0,0,0
873,hàng oke nhé,0,0,0,0,0,0,0,0,1
874,máy mới tuy giao hàng lâu vấn_đề máy sạc pin ib nhiệt_tình hết lừa r,1,0,0,1,0,0,1,0,0
875,mua bên hài_lòng ok hàng ổn giá phải_chăng giao hàng nhanh gói hàng cẩn_thận,0,0,0,1,1,0,0,0,0
876,64g 128g giới_thiệu,0,0,0,0,0,0,1,0,0
877,ngoài chút vết xước điện_thoại 00 y_như mới chủ tư_vấn nhiệt_tình điện_thoại xịn luôn mng mua nhaaa,0,1,0,0,0,0,1,0,0
878,sử_dụng biết,0,0,0,0,0,0,0,0,1
879,đẹp máy đúng zin chính hãng test chức_năng hoạt_động tốt màu_sắc đẹp màn_hình sáng kết_cấu hoàn_thiện giao hàng nhanh đúng hẹn nhân_viên bán hàng nhiệt_tình hài_lòng vừa_ý thật đáng đồng_tiền giới_thiệu bạn_bè ủng_hộ san phẩm,1,1,1,1,0,1,1,0,0
880,tư_vấn nhiệt_tình vote 6 nhá,0,0,0,0,0,0,1,0,0
881,mua đợt sale lớn 09 9 shopee áp_dụng mã shippp bla bla tổng 2tr6 thôi giá hời một em máy_tính bảng samsung nhu_cầu cơ_bản thôi hốt deal em ngon ý,0,0,0,0,1,0,0,0,0
882,nhận hàng full seal máy tốt hiện_tại dùng ổn độ bền thời_gian mới đánh_giá pack hàng đi nhanh đơn_vị vận_chuyển bên ee đi giao đc nhanh lắm,0,0,0,1,0,1,0,0,0
883,tặng cường_lực tặng ốp lưng à,0,0,0,0,0,0,0,1,0
884,máy ok nhe,0,0,0,0,0,0,0,0,0
885,máy ngoại_hình tuy_nhiên máy mất áp_suất pin chai xài tầm gần nửa ngày hết pin màn ám tẹo chấp_nhận máy mạnh c game bật max setting ổn c game lâu máy ít nóng ấm nhẹ chụp ảnh tạm chấp_nhận,1,1,1,0,0,0,0,0,0
886,máy đẹp chức_năng hoạt_động tốt máy mới tầm 99 phụ_kiện đầy_đủ giao hàng nhanh máy đúng quảng_cáo nhân_viên nhiệt_tình chu_đáo thân_thiện nói_chung hài_lòng tặng 5 chúc ngày_càng phát_đạt,0,1,0,1,0,0,1,1,0
887,điện_thoại vài trầy_xước mới 100,0,1,0,0,0,0,0,0,0
888,điện_thoại siêu nhỏ í híc hình_như máy cũ,0,1,0,0,0,0,0,0,0
889,new seal mua đc giá 3m6 phù_hợp người_lớn dùng thích máy hiệu trung_quốc,0,0,0,0,0,1,0,0,0
890,hàng đóng_gói kỹ nguyên seal,0,0,0,1,0,1,0,0,0
891,chip 650 mạnh chơi game ngon máy mới đẹp hàng ngon pổ rẻ hàng y_như mô_tả,1,1,1,0,0,0,0,0,0
892,máy phiên_bản nhật docomo hàng cũ hình_thức 90 95 mấy ngày dùng ổn lỗi,0,0,0,0,0,0,0,0,1
893,máy dùng ok lắm dùng tuần nay chả tìm lỗi j pin dùng mãi nới hết phần_trăm său ủng_hộ,1,0,0,0,0,0,0,0,0
894,mới dùng ổn 4,0,0,0,0,0,0,0,0,1
895,nhận sp tuyệt_vời chúc giữ mãi tin_tưởng khách_hàng cảm_ơn,0,0,0,0,0,0,0,0,1
896,hàng nguyên seal máy chạy nhanh mượt cảm_ơn,0,0,1,0,0,1,0,0,0
897,đầu mua đt shopee ưng lắm đt mượt chụp hình đẹp,1,0,1,0,0,0,0,0,0
898,nhận sản_phẩm hài_lòng sản_phẩm vận_chuyển lâu tuần mới hàng trải_nghiệm đánh gia,0,0,0,1,0,0,0,0,0
899,hình_thức ok giao hàng nhanh dong goi chắc_chắn chất_lượng tôt pin lâu,1,1,0,1,0,0,0,0,0
900,nguyên seal mềnh kết,0,0,0,0,0,1,0,0,0
901,đẹp pppp ơi giao hàng siêu nhanh đặt chiều hôm 9h sáng hôm luôn mua 5 máy 10 vote 10 luôn,0,1,0,1,0,0,0,0,0
902,hàng chuẩn bề_ngoài đẹp 99 test ứng_dụng chạy mượt xem phim chơi game lướt web oke tôi hài_lòng về sản_phẩm phong_h phục_vụ nhân_viên nhiệt_tình thân_thiện giới_thiệu người_thân bạn_bè ủng_hộ 5sao,0,1,1,0,0,0,1,0,0
903,hàng ngon tất_cả ổn_định mua hàng mấy đơn thất_vọng máy chạy ổn_định uy_tín nhé mọi người cá_nhân yên_tâm đặt_hàng hỗ_trợ nhiệt_tình trả_lời tin nhắn nhanh ok,0,0,1,0,0,0,1,0,0
904,đầu mua online phân_vân nhận hàng tuyệt_vời giao hàng giống quảng_cáo chức_năng hoạt_động hoàn_hảo máy chạy mướt_mát chiến game đỉnh làm thất_vọng cảm_ơn,0,0,1,0,0,0,0,0,0
905,đáng đồng_tiền_bát_gạo máy đẹp cấu_hình mạnh_mẽ chức_năng hoạt_động ổn_định màn_hình sáng đẹp màu_sắc rực_rỡ uy_tín giao hàng đúng quảng_cáo chế_độ hậu_mãi rõ_ràng an_tâm sử_dụng sản_phẩm,1,1,1,0,0,0,1,0,0
906,nhận hàng mấy fullbox ok đợi hướng_dẫn chỉnh tiếng việt,0,0,0,0,0,0,0,0,1
907,giao hàng nhanh đặt hôm hôm tới chất_lượng sử_dụng thời_gian mới biết ổn tiếp_tục ủng_hộ,0,0,0,1,0,0,0,0,0
908,hàng tốt mới sử_dụng biết về như_thế_nào,0,0,0,0,0,0,0,0,1
909,máy chạy ngon đẹp siêu thích u gửi đầu kiểm hàng hoang_mang tư_vấn nhiệt_tình yên_tâm phần_nào mở_hàng cực_kỳ hài_lòng đóng_gói kỹ mở mãi mới máy chạy ok chơi game mượt chức_năng ổn_định uy_tín,0,0,1,1,0,0,1,0,0
910,ok tuyệt_vời,0,0,0,0,0,0,0,0,1
911,chất_lượng sản_phẩm tốt máy đẹp loa to có_điều màn_hình đơ,1,0,0,0,0,0,0,0,1
912,thật uy_tín giao hàng giới_thiệu sản_phẩm tuyệt_vời chính_sách bảo_hành an_tâm máy thiết_kế màu_sắc đẹp chụp hình sắt nét lướt web chơi game mượt_mà lag nhân_viên nhiệt_tình vui_vẻ tôi an_tâm sử_dụng sản_phẩm,1,1,1,0,0,0,1,0,0
913,thật đáng đồng_tiền_bát_gạo sản_phẩm chuẩn cấu_hình mạnh_mẽ ứng_dụng hoạt_động ổn_định màn_hình cảm_ứng lướt êm màu sáng đẹp màu_sắc rực_rỡ pin thật trâu_bò luôn nói_chung hoàn_thiện uy_tín bán hàng chính hãng giao hàng đúng hẹn thật hài_lòng vừa_ý,1,1,1,1,1,0,1,0,0
914,máy đẹp giá sale tốt gọi zalo rè pin lâu kích_hoạt bảo_hành tới mã khác nhau biết mới mã,1,1,0,0,1,0,0,0,0
915,hàng nguyên seal tặng miếng cường_lực tks,0,0,0,0,0,1,0,1,0
916,lỗi bóng mờ chơi game tụt fps giật lag dùng lâu máy chậm,1,0,1,0,0,0,0,0,0
917,chuẩn hàng đúng chính hãng luôn nha bà kon uy_tín giao hàng đúng ngày hẹn sản_phẩm đúng quảng_cáo test ứng_dụng chức_năng ổn màn_hình sáng trong cảm_ứng nhạy mượt nói_chung chuẩn anh_em ủng_hộ sản_phẩm uy_tín,1,0,1,1,0,1,1,0,0
918,đon hàng đặt u đen giao u hồng,0,0,0,0,0,0,1,0,0
919,máy đẹp lắm ơi cấu_hình mạnh_mẽ màn_hình sáng màu_sắc rực_rỡ chức_năng cơ_bản hoạt_động tốt ổn_định camera chụp hình sắt nét pin bọng xài oke nói_chung mọi thứ hoàn_thiện hài_lòng lắm giới_thiệu bạn_bè người_thân ủng_hộ đơn hàng đánh_giá 5,1,1,1,0,0,0,0,0,0
920,tốt lắm luôn bbbnnnnnnnn,0,0,0,0,0,0,0,0,0
921,mua r ngon ạ cảm_ơn chúc đắt hàng nhé,0,0,0,0,0,0,0,0,1
922,máy mới pin cầm,0,1,0,0,0,0,0,0,0
923,ipad màn_hình bật chế_độ đêm màn vàng nửa nhìn ĩ mới nền trắng bình_thường bảo lấy pin tốt đc 66007300 máy cũ đòi_hỏi tư_vấn nhiệt_tình mong ủng_hộ tiêp,1,0,0,0,0,0,1,0,0
924,uy_tín,0,0,0,0,0,0,1,0,0
925,sản_phẩm ok pin cầm tiết tải google về đc buồn,0,0,0,0,0,0,0,0,1
926,nhận máy xài 3 ngày ơi chất_lượng máy tốt lắm pin bọng ổn máy đẹp ứng_dụng hoạt_động tốt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ như_ý luôn làm_ăn uy_tín nhiệt_tình chăm_sóc khách_hàng chế_độ hậu_mãi rõ_ràng đánh_giá 5 luôn ok,1,1,1,0,0,0,1,0,0
927,chuẩn luôn giao hàng đúng chất chức_năng cơ_bản hoạt_động tốt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ camera chụp hình nét hài_lòng vừa_ý lắm phục_vụ chuyên_nghiệp nhân_viên nhiệt_tình chế_độ hậu_mãi rõ_ràng an_tâm sử_dụng sản_phẩm,1,0,1,0,0,0,1,0,0
928,máy đẹp ứng_dụng hoạt_động tốt màn_hình sáng màu_sắc đẹp chất_lượng oke đúng quảng_cáo máy cầm tay sang chảnh chụp hình tự sướng chê đâu vừa_ý phục_vụ tốt giao hàng đúng hẹn chế_độ bảo_hành rõ_ràng đáng đánh_giá 5,1,1,1,1,0,0,1,0,0
929,mua nhé,0,0,0,0,0,0,0,0,1
930,sản_phẩm nguyên đai nguyên kiện ae nhé giá 3tr ok dùng tg xem nói_chung sp tốt ae nhé,0,0,0,0,1,0,0,1,0
931,sản_phẩm ok mức giá,0,0,0,0,1,0,0,0,0
932,máy mới phụ_iện đi èm o lướt web chơi game lag giá hợp_lí,0,1,1,0,1,0,0,1,0
933,người cao_tuổi dùng tốt,0,0,0,0,0,0,0,0,1
934,giao hàng nhanh mua u xanh u bạc sp vỏ tương_đối mới pin 80 mic rè bé goi 3 bắt máy 4,1,0,0,1,0,0,1,0,0
935,hàng đẹp nhiet tình tiep tuc ung hộ,0,1,0,0,0,0,1,0,0
936,sp ok,0,0,0,0,0,0,0,0,1
937,máy máy kích_hoạt bảo_hành hộp nguyên seal máy mới nguyên phụ_kiện đầy_đủ ngày kích_hoạt gần 10 ngày tính ngày nhận hàng 5,0,0,0,0,0,1,0,1,0
938,máy đẹp ơi xem máy đúng quảng_cáo chức_năng chạy mượt cảm_ứng nhạy chụp hình xem phim sắt nét lướt web chơi game oke cảm_ơn giao hàng đúng mô_tả ủng_hộ đơn hàng tiếp_theo đánh_giá 5,1,1,1,0,0,0,0,0,0
939,hàng ổn_áp lý_do thắc_mắc đi thăm đồng về 4 cuộc_gọi nhỡ bên ship nhanh tuy bên pee quy_định xem hàng hiểu bác chủ xem hàng dù yêu_cầu biết chắc_chắn uy_tín hàng sách tay nguyên hộp,0,0,0,1,0,0,1,0,0
940,tốtt okk,0,0,0,0,0,0,0,0,1
941,hàng nhận nhanh vỏ đẹp hoàn_thiện 99 máy tốt kiểm_tra hộp box đầy_đủ cám_ơn món quà tặng tuyệt_vời ủng_hộ tiếp,0,1,0,1,0,0,0,0,0
942,máy đẹp cấu_hình mạnh chất_lượng ok uy_tín giao hàng đúng hẹn hài_lòng lắm mọi người ủng_hộ,1,1,0,1,0,0,1,0,0
943,đóng_gói cẩn_thận tư_vấn nhiệt_tình,0,0,0,1,0,0,1,0,0
944,giao hàng nhanh đóng_gói cẩn_thận hàng chuẩn zin chính hãng giá mền máy ok,0,0,0,1,1,1,0,0,0
945,bảo pin mới thay chai khoảng 5 10 dùng mess lỗi mức giá oke loa bé lag,1,0,1,0,1,0,0,0,0
946,giao hàng nhanh mua hộ ảnh thật đăng tạm ảnh hích_lệ ạ t2 mua ở tin_tưởng an_tâm i ngày tin nhắn ích_hoạt bảo_hành samsung,0,0,0,1,0,0,0,0,0
947,hàng đóng_gói kỹ_càng chất_lượng sản_phẩm tuyệt_vời nói_chung đúng thích,0,0,0,1,0,0,0,0,0
948,sản_phẩm đẹp_đẽ test kỹ mua cây thứ xài ok quyết_tâm ủng_hộ giới_thiệu bạn_bè đánh_giá sản_phẩm chất_lượng,0,1,0,0,0,0,0,0,0
949,đẹp cuộc tình,0,1,0,0,0,0,0,0,0
950,tư_vấn nhiệt_tình ️,0,0,0,0,0,0,1,0,0
951,dễ_thương vui_vẻ nhiệt_tình khách giao hàng đúng hẹn máy đẹp đúng chính hãng chức_năng chạy êm cảm_ứng nhạy chụp hình sắt nét nói_chung vừa_ý cảm_ơn giao hàng đúng quảng_cáo chúc khách_hàng đánh_giá 5,1,1,1,1,0,1,1,0,0
952,có_vẻ máy lag mong_đợi,0,0,1,0,0,0,0,0,0
953,máy đẹp ơi test ứng_dụng hoạt_động tốt màn_hình sáng đẹp màu_sắc rực_rỡ camera chụp hình chê đâu mạng lướt web xem phim oke luôn giao hàng uy_tín đúng quảng_cáo hài_lòng vừa_ý,1,1,1,0,0,0,0,0,0
954,best trong tầm giá,0,0,0,0,1,0,0,0,0
955,hàng con dep lam,0,0,0,0,0,0,0,0,0
956,máy rẻ mới ok nhé bọc gói cẩn_thận riêng bộ_phận ai mua thử sim lắp sim máy mới nhận hiện sim nha cực ưng_ý sản_phẩm,0,0,0,1,1,0,0,0,0
957,giao hàng nhanh ktra máy chạy mượt đẹp tư_vấn phục_vụ nhiệt_tình,0,1,1,1,0,0,1,0,0
958,nguyên seal hỗ_trợ tốt về bảo_hành về tính tiếp,0,0,0,0,0,1,1,0,0
959,uy_tín chất_lượng,0,0,0,0,0,0,1,0,0
960,uy_tín nhiệt_tình máy đẹp,0,1,0,0,0,0,1,0,0
961,điện_thoại iểu sạc giao iểu mua sạc mới gửi hàng bên vận_chuyển chậm điện_thoại hết pin sập nguồn sạc 3 ngày màn_hình sáng thử bao_nhiêu sạc đến giờ,1,0,0,1,0,0,1,1,0
962,tai nghe giá_thành ổn mua 3 mẫu ổn mua giao hàng cực nhanh,0,0,0,1,1,0,0,1,0
963,sản_phẩm kg lập tai khoan máy,0,0,0,0,0,0,0,0,1
964,chơi game ổn ủa mặt lưng ính,0,1,1,0,0,0,0,0,0
965,sản_phẩm dùng ổn màn dài chờ unlock up rom,0,1,0,0,0,0,0,0,0
966,tốt,0,0,0,0,0,0,0,0,1
967,máy đẹp lắm,0,1,0,0,0,0,0,0,0
968,hài_lòng về sản_phẩm tư_vấn nhiệt_tình,0,0,0,0,0,0,1,0,0
969,mới mua loa rè chết,1,0,0,0,0,0,0,0,0
970,tuyệt_vời máy đẹp giao hàng đúng quảng_cáo chức_năng ổn_định ứng_dụng chạy mượt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ sáng đẹp mạng lướt web xem phim oke tận_tình hướng_dẫn nhân_viên phục_vụ chuyên_nghiệp hài_lòng,1,1,1,0,0,0,1,0,0
971,ok giao hàng nhanh đóng_gói cẩn_thận nguyên tem điện_thoại sài tốt tiếc tai nghe,0,1,0,1,0,1,0,1,0
972,máy đẹp tốt trong tầm giá,0,1,0,0,1,0,0,0,0
973,dán lệch seal chống xước ốp cứng gạch đánh_vật mới nhét đc độ sáng hiển_thị yếu redmi n9p đúng kiểu bên sơmi trắng sáng bên trắng_ngà loa mở nhỏ gần nghe mở to nghe phê luôn lướt gg đôi_khi vàng màn_hình ng màn_hình 20hz luôn,1,0,1,0,0,0,0,1,0
974,hàng tốt ổn máy đẹp chu_đáo tận_tình sạc vấn_đề chút làm_phiền bực_mình,0,1,0,0,0,0,1,0,0
975,chất_lượng tuyệt_vời nguyên zin máy chuẩn nghe gọi tốt giao hàng nhanh uy_tín quảng_cáo đúng sp,0,0,1,1,0,1,1,0,0
976,máy đẹp cảm_ứng nhạy nhưng_mà chỗ nhạy lắm bấm hoài luôn ấy nhìn_chung gói hàng siu kĩ máy đẹp mới pin okela ️ ️ ️ quà tặng đầy_đủ ️ ️ ️,1,1,0,1,0,0,0,0,0
977,giao hàng nhanh hỗ_trợ nhiệt_tình tuy_nhiên cài_đặt tiếng việt tạm 5,0,0,0,1,0,0,1,0,0
978,chơi game pin trâu xài ổn trong tầm giá 5tr,1,0,0,0,1,0,0,0,0
979,máy phụ_iện o bao gia máy một iểu bao một iểu ính cường_lực máy hóng mãi cường_lực mua về dùng đc chán,0,0,0,0,0,0,0,1,0
980,mua máy 99 pin 89 thất_vọng,1,0,0,0,0,0,0,0,0
981,tốt mua ở redmi note 5 redmi note 7 redmi note 8 giao hàng nhanh đóng_gói kỹ,0,0,0,1,0,0,0,0,0
982,thời_gian giao hàng nhanh máy sử_dụng tốt sale giá_thành hợp_lý,0,0,0,1,1,0,0,0,0
983,hình_thức đẹp full box bản 64 gb màn_hình đẹp cấu_hình ổn cam đẹp nói_chung tốt trong tầm giá hy_vọng dùng ổn_định,1,1,0,0,0,0,0,0,0
984,sản_phẩm ok trong tầm giá tuyệt_vời vote 5,0,0,0,0,1,0,0,0,0
985,chất_lượng,0,0,0,0,0,0,0,0,1
986,da nhan hang hom tes thay ổn hinh thức 98 chay mượt rat nhiet tình ae nen mua đắn_đo mãi jo moi mua dc thanks cố gan ủng_hộ con v50,0,1,1,0,0,0,1,0,0
987,sản_phẩm dùng tốt tin_tưởng sử_dụng đóng_gói cẩn_thận đảm_bảo,0,0,0,0,0,0,0,0,1
988,mua 2 2 dc giá tốt gần 4tr thôi đt xài nhanh mượt màn_hình đẹp camera đẹp đặc_biệt selfie bao ổn d mọi ng mua nhé bảo_hành năm lun an_tâm mua hàng ở á,1,0,1,0,1,0,1,0,0
989,màn_hình nhiễu phím nút gọi chai,0,0,0,0,0,0,0,0,1
990,gói hàng kỹ giao nhanh máy nguyên seal,0,0,0,1,0,1,0,0,0
991,hàng chính hãng dùng tốt máy mượt đóng_gói tương_đối kĩ tuy_nhiên lót chống va_đập,0,0,1,1,0,1,0,0,1
992,máy đẹp lỗi một_số thứ chắc rom sạc lâu,1,1,0,0,0,0,0,0,0
993,hàng nguyên seal sử_dụng đóng_gói kĩ_càng giao hàng nhanh uy_tín ủng_hộ,0,0,0,1,0,1,1,0,0
994,mua máy đầu trang thương_mại_điện_tử lo máy ngon full box ủng_hộ mua,0,0,0,0,0,0,0,0,1
995,máy tốt chất_lượng đóng_gói cẩn_thận tặng kèm cl,0,0,0,1,0,0,0,1,0
996,mua flash sale giá rẻ voucher giảm 130k hoàn 10k shopee xu,0,0,0,0,1,0,0,0,0
997,ngon đáng tiền,0,0,0,0,0,0,0,0,0
998,máy xài mượt ít nóng vấn_đề pin tuột ổn trâu tầm 750k mua con hàng chê đâu gói hàng móp update ui bản mới chuẩn_bị up nó lỗi mở zip tắt nguồn mở bản sẵn luôn hàng về tận 4 ngày lâu,0,0,1,1,0,0,0,0,0
999,đóng_gói chắc_chắn giao hàng nhanh sản_phẩm chờ thời_gian sử_dụng trả_lời chất_lượng,0,0,0,1,0,0,0,0,0
1000,ưng_ý dù hàng used vài vết xước nhỏ ảnh_hưởng lắm đọc thôi sử_dụng hôm_qua tới giờ ổn gặp vấn_đề giao hàng nhanh,0,1,0,1,0,0,0,0,0
1001,tạm ổn chất_lượng chờ thời_gian,0,0,0,0,0,0,0,0,1
1002,mua note 4x màu đen giao note 4 màu trắng kêu bù 50k làm_lơ mới mua kêu trả hàng biết_bao h mới lấy máy,0,0,0,0,0,0,1,0,0
1003,đẹp máy kết_cấu hoàn_thiện bề_ngoài sang chảnh cấu_hình mạnh_mẽ chuẩn nhận máy xài ngày an_tâm chức_năng hoạt_động ổn_định thật uy_tín giao hàng đúng quảng_bá hài_lòng lắm mọi người sử_dụng sản_phẩm ủng_hộ điểm 10 chất_lượng,1,1,1,1,0,0,1,0,0
1004,luôn giá phải_chăng chất_lượng phục_vụ tốt nhất đăng nhẹ đơn hàng bạn động_lực,0,0,0,0,1,0,1,0,0
1005,mua đi chị ấy gất dể thương,0,0,0,0,0,0,0,0,1
1006,em nhận hàng ok máy đẹp,0,1,0,0,0,0,0,0,0
1007,sản_phẩm tốt có_điều khe thẻ nhớ nhận thẻ nhớ bắt wifi yếu tầm giá tr4 như_vậy ok,1,0,0,0,0,0,0,0,0
1008,máy trầy hư bên loa phím vân tay nhạy cày vân tay xong mở hoá nhận lắp sim cãm nhận ban_đầu ổn trừ loa hư bên rè mua lưng xấu ính đẹp,1,1,0,0,0,0,0,0,0
1009,giao hàng đúng hẹn bóc xem kiểm_t nhưng_mà đóng_gói hàng cẩn_thận hàng nguyên_vẹn mới trầy_xước sản_phẩm sử_dụng ổn_định đầy_đủ phụ_kiện tuyệt_vời mới dùng ba ngày thôi đánh_giá sơ nhưng_mà mọi thứ ok vấn_đề phàn_nàn 5 s,0,1,1,1,0,0,0,1,0
1010,nhan hang thay ok giao nhanh lam nhan viên than thien may dẹp loa to ro cảm_ơn nhieu danh_gia 5 vi uy tin nhan hang thay ok giao nhanh lam nhan viên than thien may dẹp loa to ro cảm_ơn nhieu danh_gia 5 vi uy tin,0,0,0,0,0,0,0,0,0
1011,máy đẹp lắm giao now đến luôn trong ngày chê luôn chọn bao da mn nhắn_tin nhé mẫu xinh lắm,0,1,0,0,0,0,0,1,0
1012,uy_tín lắm nha người giao hàng thân_thiện cảm_ơn nhé,0,0,0,1,0,0,1,0,0
1013,hỗ_trợ nhiệt_tình sản_phẩm tốt hàng chính hãng tiếp_tục mua hàng,0,0,0,0,0,1,1,0,0
1014,máy đẹp mới test mượt biết sử_dụng lâu thế_nào mong ổn_định mua sale giá ok,0,1,1,0,1,0,0,0,0
1015,máy dùng tốt mọi ưng_ý,0,0,0,0,0,0,0,0,1
1016,hàng chính hãng nguyên seal giá rẻ nhất trường kích_hoạt nguyên bảo_hành mới nhất cảm_ơn sợ mỗi_tội trả tiền kiểm_tra hàng giao,0,0,0,0,1,1,0,0,0
1017,nhận máy ưng_ý,0,0,0,0,0,0,0,0,1
1018,máy to đẹp dùng tốt pin cầm lắm lắp sim mạng tiếc nghe gọi video call zalo fb tuyệt máy đẹp gần mới ạ,0,1,0,0,0,0,0,0,0
1019,tư_vấn nhiệt_tình thân_thiện chủ đáo giao hàng nhiệt_tình cam đẹp sản_phẩm đúng mô_tả chiến game ngon đóng_gói đẹp châc chắn vết xước nhỏ ng_mà nói_chung hài_lòng tạng 5 ủng_hộ chuc phát_triển luôn ch,0,0,0,0,0,0,0,0,0
